      2 VFG000077(gb|NP_465991)
     15 VFG000079(gb|NP_463763)
      6 VFG000080(gb|NP_464522)
      2 VFG000182(gb|NP_251793)
      2 VFG000331(gb|WP_005693548)
      1 VFG000332(gb|WP_005632797)
      4 VFG000686(gb|AAP42179)
      2 VFG000687(gb|AAP42180)
      2 VFG000693(gb|AAP42186)
      9 VFG000694(gb|AAP42187)
      2 VFG001150(gb|AAL79954)
      5 VFG001269(gb|WP_010929996)
      8 VFG001317(gb|WP_001041586)
      1 VFG001344(gb|WP_000612460)
     27 VFG001348(gb|WP_000659580)
      2 VFG001355(gb|WP_000698569)
      3 VFG001373(gb|WP_000758382)
      2 VFG001374(gb|WP_000077424)
      3 VFG001376(gb|WP_000695335)
      2 VFG001855(gb|WP_197535493)
      1 VFG001887(gb|WP_010947186)
     15 VFG001967(gb|YP_002344822)
      3 VFG001969(gb|YP_002344824)
      5 VFG002165(gb|WP_002356954)
     14 VFG002166(gb|WP_010714416)
      9 VFG002180(gb|WP_002362627)
     26 VFG002181(gb|WP_002387127)
     32 VFG002182(gb|WP_002376666)
      4 VFG002183(gb|WP_002387128)
     27 VFG002184(gb|WP_002359685)
     12 VFG002185(gb|WP_002367100)
     37 VFG002186(gb|WP_002387129)
     34 VFG002187(gb|WP_002370472)
     17 VFG002188(gb|WP_002362618)
      6 VFG002196(gb|WP_011109578)
      4 VFG002280(gb|WP_011010361)
      3 VFG002965(gb|WP_011302064)
      1 VFG002966(gb|WP_011274717)
      1 VFG005020(gb|WP_011274718)
      1 VFG005097(gb|WP_011274725)
      1 VFG005186(gb|YP_001198858)
      5 VFG005191(gb|WP_011681101)
      4 VFG005198(gb|WP_011836787)
     10 VFG005242(gb|WP_011837269)
      9 VFG005324(gb|WP_082302295)
      6 VFG005325(gb|WP_011680595)
      1 VFG005347(gb|WP_002986042)
      8 VFG005352(gb|WP_002986042)
      1 VFG005353(gb|WP_000260656)
     19 VFG005359(gb|WP_002899102)
     48 VFG005360(gb|WP_002262489)
      2 VFG005361(gb|WP_002352221)
      6 VFG005362(gb|WP_011836421)
      4 VFG005363(gb|WP_011836823)
      2 VFG005378(gb|WP_011836996)
      2 VFG005381
     13 VFG005383(gb|WP_011836786)
      6 VFG005384(gb|WP_011836784)
      2 VFG005385(gb|WP_011836785)
     12 VFG005386
      2 VFG005388
      9 VFG005392(gb|WP_011836622)
      9 VFG005485(gb|WP_000417171)
     18 VFG005486(gb|WP_000417180)
      2 VFG005488(gb|WP_011836924)
      3 VFG005521(gb|WP_002981947)
      3 VFG005548(gb|WP_000107750)
      6 VFG005552(gb|WP_011837486)
      1 VFG005554(gb|WP_011225339)
      7 VFG005556(gb|WP_011680653)
      4 VFG005576(gb|WP_000022832)
      4 VFG005580(gb|WP_000022813)
     10 VFG005582(gb|WP_002897814)
      2 VFG005810(gb|WP_011836396)
      1 VFG005836(gb|WP_000091085)
      2 VFG005838(gb|WP_011836759)
      5 VFG005844(gb|WP_011681165)
      2 VFG005862(gb|WP_009659423)
      2 VFG005865(gb|WP_002262524)
      1 VFG005866(gb|WP_011227236)
      3 VFG005868(gb|WP_011681166)
      3 VFG005892(gb|WP_011681167)
     26 VFG005898(gb|WP_002904719)
     12 VFG005904(gb|WP_011681168)
      6 VFG005916(gb|WP_011681169)
      1 VFG005924(gb|YP_001200130)
      4 VFG005928(gb|WP_202964935)
      9 VFG005940(gb|WP_011681171)
      5 VFG005952(gb|WP_011681172)
      6 VFG005964(gb|WP_011681173)
     15 VFG005976(gb|WP_011681174)
      2 VFG005985(gb|WP_002263085)
      6 VFG005988(gb|WP_011681175)
     36 VFG005992(gb|WP_000685095)
      4 VFG005994(gb|WP_011837189)
      1 VFG005997(gb|WP_002263084)
      2 VFG005999(gb|WP_011226042)
     11 VFG006000(gb|WP_011681176)
      4 VFG006004(gb|WP_001819836)
      4 VFG006009(gb|WP_011227247)
     24 VFG006011(gb|WP_011681177)
     12 VFG006022(gb|WP_002947383)
     18 VFG006031(gb|WP_011226045)
      2 VFG006040(gb|WP_011226046)
      5 VFG006041(gb|WP_011681286)
      3 VFG006047(gb|WP_011226047)
      4 VFG006048(gb|WP_011681434)
      1 VFG006055(gb|WP_002902064)
     10 VFG006057(gb|WP_011227426)
      1 VFG006058(gb|WP_011226049)
      4 VFG006059(gb|WP_011681436)
      1 VFG006060(gb|WP_002902063)
      3 VFG006063(gb|WP_011681437)
      4 VFG006064(gb|WP_002902062)
     10 VFG006065(gb|WP_011227428)
      5 VFG006067(gb|WP_011681438)
      9 VFG006069(gb|WP_011227429)
      7 VFG006071(gb|WP_011681439)
      2 VFG006073(gb|WP_011227430)
     10 VFG006074(gb|WP_011226325)
      6 VFG006075(gb|WP_011681440)
      5 VFG006077(gb|WP_011227431)
      5 VFG006078(gb|WP_002948022)
      8 VFG006079(gb|WP_011681442)
      9 VFG006081(gb|WP_014621820)
      9 VFG006082(gb|WP_011226326)
      5 VFG006084(gb|WP_002948020)
      8 VFG006086(gb|WP_011226328)
      7 VFG006088(gb|WP_041828290)
      4 VFG006089(gb|WP_011681446)
     19 VFG006091(gb|WP_011226331)
      1 VFG006334(gb|WP_002236579)
      2 VFG006472(gb|WP_000724295)
      3 VFG006475(gb|WP_011578336)
      7 VFG006476(gb|WP_011115250)
      3 VFG006674(gb|WP_011577083)
     19 VFG006720(gb|WP_011702434)
      1 VFG006809(gb|WP_011703166)
      1 VFG007457(gb|WP_026130674)
      1 VFG007552(gb|WP_005479477)
      3 VFG007642(gb|WP_011149334)
      1 VFG007656(gb|WP_011078838)
      1 VFG007728(gb|WP_011558069)
      1 VFG007793(gb|WP_014000413)
      2 VFG007910
      1 VFG008169(gb|WP_003874240)
      2 VFG008277(gb|WP_011777397)
      1 VFG009359(gb|WP_010907993)
      1 VFG009576(gb|WP_024637120)
      2 VFG009608(gb|WP_011730341)
      1 VFG009621(gb|WP_011730340)
      2 VFG009714(gb|WP_010949738)
      7 VFG009718(gb|WP_011728563)
      4 VFG009720(gb|WP_011779686)
      2 VFG009928(gb|WP_003894345)
      2 VFG011169(gb|WP_012415800)
      2 VFG011813(gb|WP_002850283)
     93 VFG012095(gb|WP_003435012)
     37 VFG012096(gb|WP_011722916)
      1 VFG012097(gb|WP_003462314)
      4 VFG012099(gb|WP_011100542)
     27 VFG012101(gb|WP_010965990)
      8 VFG012102(gb|WP_011967678)
     40 VFG012103(gb|WP_003514589)
      3 VFG012104(gb|WP_011861612)
      2 VFG012120(gb|WP_011590041)
      2 VFG012133(gb|WP_011590096)
      1 VFG013094(gb|WP_005694367)
      4 VFG013101(gb|WP_011271972)
      2 VFG013130(gb|WP_010945652)
      2 VFG013144(gb|WP_012340255)
      2 VFG013169(gb|WP_011609759)
      3 VFG013186(gb|WP_012340561)
      4 VFG013187(gb|WP_012341760)
      1 VFG013212(gb|WP_074039657)
      1 VFG013239(gb|WP_012054788)
      5 VFG013240(gb|WP_010944364)
      5 VFG013248(gb|WP_010868928)
      1 VFG013260(gb|WP_010868968)
      3 VFG013286(gb|WP_005694325)
      4 VFG013291(gb|WP_011608942)
      5 VFG013327(gb|WP_010869047)
      1 VFG013328(gb|WP_011272203)
      1 VFG013335
      1 VFG013350(gb|WP_010945286)
     19 VFG013368(gb|WP_005693225)
      2 VFG013376(gb|WP_012054551)
      1 VFG013388(gb|WP_010944787)
      2 VFG013391(gb|WP_011272366)
      6 VFG013400(gb|WP_005693429)
      3 VFG013403
      5 VFG013409(gb|WP_012055407)
      1 VFG013410(gb|WP_010945647)
      6 VFG013413(gb|WP_011272400)
      2 VFG013419(gb|WP_011272430)
      1 VFG013425(gb|WP_011272689)
     10 VFG013434(gb|WP_010945082)
      2 VFG013437(gb|WP_005656817)
      1 VFG013439(gb|WP_010945021)
      1 VFG013465(gb|WP_005693586)
      1 VFG013466(gb|WP_005654784)
      7 VFG013468(gb|WP_011962004)
      2 VFG013513(gb|WP_005694655)
      3 VFG013516(gb|WP_010944247)
      2 VFG013530(gb|WP_010869249)
      2 VFG013531(gb|WP_011272485)
      2 VFG013533(gb|WP_011961981)
      2 VFG013534(gb|WP_010944436)
      1 VFG013535(gb|WP_011609092)
      1 VFG013580(gb|WP_012054533)
      1 VFG013614(gb|WP_005693475)
      4 VFG013627
      1 VFG013775(gb|WP_003141354)
      1 VFG013897(gb|WP_003084552)
     10 VFG013907(gb|WP_004373763)
      1 VFG013992(gb|WP_011921055)
      1 VFG014195(gb|WP_011534931)
      2 VFG014361(gb|WP_011169094)
      2 VFG014366(gb|WP_003222863)
      1 VFG014440(gb|WP_010955089)
      1 VFG014455(gb|WP_011534906)
      1 VFG014855
      1 VFG014951(gb|WP_012077033)
      2 VFG014956(gb|WP_049587369)
      3 VFG014961(gb|WP_003245464)
      1 VFG014984(gb|NP_253136)
      1 VFG014993(gb|WP_011059287)
      2 VFG015068(gb|WP_003156446)
      3 VFG015077(gb|WP_041475601)
      1 VFG015495(gb|WP_049586082)
      2 VFG015498(gb|WP_012018669)
      3 VFG015753(gb|WP_012312809)
      1 VFG015773(gb|WP_012312836)
      4 VFG015805(gb|WP_012272402)
      1 VFG015806(gb|WP_012314365)
      1 VFG015826(gb|WP_012273396)
      2 VFG015992(gb|WP_011062368)
     21 VFG016025(gb|WP_005753277)
      2 VFG016184(gb|WP_005762826)
      1 VFG016187(gb|WP_011168850)
      2 VFG016380(gb|WP_000609547)
      2 VFG016381(gb|WP_033685340)
    209 VFG016387(gb|WP_000996578)
      1 VFG016391(gb|WP_000276545)
      1 VFG016400(gb|WP_000502776)
      3 VFG016401(gb|WP_000122128)
      4 VFG016402(gb|WP_000757828)
      1 VFG016409(gb|WP_001103738)
      2 VFG016433(gb|WP_000757777)
      1 VFG016470(gb|WP_011290436)
     20 VFG016483(gb|WP_010875022)
    183 VFG016484(gb|WP_009885583)
    434 VFG016485(gb|WP_011113468)
     11 VFG016489(gb|WP_011264744)
     85 VFG016490(gb|NP_975163)
    232 VFG016491(gb|WP_011076858)
     46 VFG016492(gb|WP_010925206)
     82 VFG016493(gb|WP_011283803)
    350 VFG016494(gb|WP_004024476)
     35 VFG016495(gb|WP_011166362)
      1 VFG016532(gb|NP_975942)
      1 VFG016861(gb|WP_010882971)
      2 VFG016866(gb|WP_011006421)
      1 VFG016966(gb|WP_011006008)
      1 VFG017832
      3 VFG017987(gb|WP_012006774)
      2 VFG017990(gb|WP_012006776)
      8 VFG018001(gb|WP_002866148)
      1 VFG018018(gb|WP_002877116)
      2 VFG018649(gb|WP_012000310)
     12 VFG018651(gb|WP_012130562)
     30 VFG018652(gb|WP_006154814)
      1 VFG018653(gb|WP_011999747)
      6 VFG018655(gb|WP_012000309)
      1 VFG018658(gb|WP_041789547)
      2 VFG018660(gb|WP_012131081)
      4 VFG018661(gb|WP_011999924)
     85 VFG018662(gb|WP_012130507)
      2 VFG018664(gb|WP_012000426)
      3 VFG018666(gb|WP_012000428)
      1 VFG018667(gb|WP_012000437)
      9 VFG018671(gb|WP_012000441)
      1 VFG018675(gb|WP_041789920)
      1 VFG018676(gb|WP_012130998)
      1 VFG018677(gb|WP_012130999)
      1 VFG018678(gb|WP_012131000)
      4 VFG019051
     32 VFG019077(gb|WP_000260685)
      1 VFG019078(gb|WP_000260667)
      1 VFG019086(gb|WP_000472965)
      2 VFG019092(gb|WP_000116465)
      4 VFG019093(gb|WP_000022813)
      1 VFG019103(gb|WP_000858260)
      2 VFG019110(gb|WP_000565364)
      1 VFG019111(gb|WP_000664156)
      1 VFG019116(gb|WP_000358336)
      6 VFG019132(gb|WP_012343546)
     28 VFG019134(gb|WP_012422966)
      1 VFG019140(gb|WP_012423869)
      1 VFG019602(gb|WP_001210318)
      1 VFG019781(gb|WP_012613866)
