     42 VFG000079(gb|NP_463763)
      3 VFG000080(gb|NP_464522)
      1 VFG000431(gb|WP_000466893)
     18 VFG000477(gb|NP_461845)
      2 VFG000478(gb|NP_459678)
      2 VFG000924(gb|WP_001234311)
      2 VFG000926(gb|WP_001443194)
      2 VFG000928(gb|WP_000640938)
      1 VFG000929(gb|WP_001375021)
      4 VFG000930(gb|WP_000077767)
     10 VFG000932(gb|WP_000026784)
      1 VFG001224(gb|NP_249087)
      2 VFG001269(gb|WP_010929996)
      1 VFG001373(gb|WP_000758382)
      7 VFG001374(gb|WP_000077424)
      1 VFG001375(gb|WP_000594468)
      1 VFG001376(gb|WP_000695335)
      5 VFG001443(gb|AAF37887)
      6 VFG001444(gb|AAG10151)
      5 VFG001967(gb|YP_002344822)
      2 VFG001969(gb|YP_002344824)
      1 VFG002047(gb|WP_000498818)
      1 VFG002056
      3 VFG002377(gb|WP_005167721)
      1 VFG002966(gb|WP_011274717)
      2 VFG004606(gb|WP_001060422)
      2 VFG005065
      4 VFG005186(gb|YP_001198858)
      2 VFG005242(gb|WP_011837269)
      2 VFG005323(gb|WP_011225268)
      8 VFG005347(gb|WP_002986042)
      1 VFG005353(gb|WP_000260656)
      6 VFG005359(gb|WP_002899102)
      4 VFG005360(gb|WP_002262489)
      2 VFG005362(gb|WP_011836421)
      2 VFG005389(gb|WP_011836739)
      4 VFG005392(gb|WP_011836622)
      2 VFG005556(gb|WP_011680653)
      1 VFG005576(gb|WP_000022832)
      1 VFG005579(gb|WP_000022815)
      2 VFG005898(gb|WP_002904719)
      1 VFG005910(gb|WP_011837182)
      1 VFG005922(gb|WP_011837183)
      1 VFG005924(gb|YP_001200130)
      2 VFG005940(gb|WP_011681171)
      2 VFG005986(gb|WP_196767671)
      1 VFG005992(gb|WP_000685095)
      1 VFG005997(gb|WP_002263084)
      2 VFG005999(gb|WP_011226042)
      2 VFG006011(gb|WP_011681177)
      2 VFG006015(gb|WP_000676152)
      2 VFG006020(gb|WP_011227248)
      2 VFG006022(gb|WP_002947383)
      2 VFG006031(gb|WP_011226045)
      2 VFG006040(gb|WP_011226046)
      2 VFG006041(gb|WP_011681286)
      1 VFG006053(gb|WP_011226048)
      1 VFG006057(gb|WP_011227426)
      2 VFG006072(gb|WP_002902060)
      2 VFG006087(gb|WP_011681445)
     14 VFG006334(gb|WP_002236579)
      1 VFG006610(gb|WP_138091884)
      2 VFG006720(gb|WP_011702434)
     11 VFG007656(gb|WP_011078838)
      1 VFG007657(gb|WP_043877045)
     13 VFG007660(gb|WP_011149274)
      1 VFG007865(gb|WP_011780331)
      1 VFG007874(gb|WP_011780330)
      3 VFG007909(gb|WP_003876146)
      2 VFG007911(gb|WP_010908851)
      1 VFG007914(gb|WP_011780329)
      2 VFG008277(gb|WP_011777397)
      1 VFG009161(gb|WP_005067995)
      5 VFG009230(gb|WP_041307902)
      7 VFG009303(gb|WP_011782503)
      1 VFG009714(gb|WP_010949738)
      4 VFG009718(gb|WP_011728563)
      4 VFG009720(gb|WP_011779686)
      1 VFG009805(gb|WP_011892478)
      6 VFG009849(gb|WP_011892634)
      2 VFG009928(gb|WP_003894345)
      1 VFG009929(gb|WP_011894664)
      2 VFG009930(gb|WP_011779804)
      4 VFG011124
      1 VFG011813(gb|WP_002850283)
      2 VFG011937(gb|WP_002849696)
      1 VFG012066(gb|WP_002867208)
     14 VFG012095(gb|WP_003435012)
     18 VFG012096(gb|WP_011722916)
      2 VFG012098(gb|WP_003454479)
      1 VFG012099(gb|WP_011100542)
     26 VFG012101(gb|WP_010965990)
      2 VFG012102(gb|WP_011967678)
     36 VFG012103(gb|WP_003514589)
      2 VFG012275(gb|WP_000044708)
      2 VFG012282(gb|WP_000695580)
      2 VFG012296(gb|WP_000066579)
      2 VFG012351(gb|WP_000397940)
      2 VFG012512(gb|WP_001111199)
      1 VFG012522(gb|WP_001015721)
      2 VFG012526(gb|WP_000602863)
      2 VFG012590(gb|WP_000968139)
      2 VFG012900(gb|WP_001173438)
      1 VFG013067(gb|WP_000020038)
      1 VFG013094(gb|WP_005694367)
      1 VFG013178(gb|WP_012341378)
      1 VFG013269(gb|WP_010945211)
      1 VFG013530(gb|WP_010869249)
      2 VFG013580(gb|WP_012054533)
      1 VFG013676(gb|WP_010934133)
      1 VFG013733(gb|WP_003854229)
      4 VFG013734(gb|WP_011013698)
      1 VFG014061(gb|WP_012074001)
      4 VFG014072(gb|WP_011914954)
     20 VFG014129(gb|WP_003150889)
     13 VFG014135(gb|WP_025297832)
      1 VFG014137(gb|WP_003138472)
      1 VFG014224(gb|WP_003247067)
      2 VFG014357(gb|WP_003152329)
      1 VFG014359(gb|WP_003382141)
      1 VFG014361(gb|WP_011169094)
      1 VFG014363(gb|WP_003254443)
      2 VFG014364(gb|WP_011534913)
      3 VFG014368(gb|WP_014597048)
      1 VFG014389(gb|WP_012051624)
      2 VFG014390(gb|WP_011534911)
      2 VFG014440(gb|WP_010955089)
      3 VFG014543(gb|WP_004664470)
      2 VFG014602(gb|WP_017243981)
      1 VFG014637(gb|WP_011534889)
      2 VFG014846(gb|WP_005764153)
     24 VFG014847(gb|WP_011266795)
      1 VFG014849(gb|WP_010952409)
      6 VFG014851(gb|WP_011535591)
      1 VFG014852(gb|WP_011059369)
      5 VFG014854(gb|WP_011921099)
      1 VFG014855
      2 VFG014951(gb|WP_012077033)
      1 VFG014953(gb|WP_005764764)
      2 VFG014955(gb|WP_011169354)
      1 VFG014956(gb|WP_049587369)
      5 VFG014987(gb|WP_003377590)
      1 VFG014993(gb|WP_011059287)
      6 VFG015068(gb|WP_003156446)
     27 VFG015071(gb|WP_011268595)
     12 VFG015076(gb|WP_011062714)
     10 VFG015077(gb|WP_041475601)
      1 VFG015383(gb|WP_011064245)
      1 VFG015384(gb|WP_003246989)
      6 VFG015491(gb|WP_011979138)
      2 VFG015494(gb|WP_011167352)
      3 VFG015496(gb|WP_012052412)
      3 VFG015497(gb|WP_011064261)
      1 VFG015498(gb|WP_012018669)
     21 VFG015676(gb|WP_012273513)
      3 VFG015677(gb|WP_012315528)
      1 VFG015680(gb|WP_012273511)
      1 VFG015753(gb|WP_012312809)
      5 VFG015783(gb|WP_012313127)
      1 VFG015806(gb|WP_012314365)
      1 VFG016023(gb|WP_011103875)
      1 VFG016119(gb|WP_011061772)
      1 VFG016187(gb|WP_011168850)
      3 VFG016380(gb|WP_000609547)
      6 VFG016387(gb|WP_000996578)
      1 VFG016401(gb|WP_000122128)
      1 VFG016470(gb|WP_011290436)
     14 VFG016483(gb|WP_010875022)
     21 VFG016484(gb|WP_009885583)
     52 VFG016485(gb|WP_011113468)
      8 VFG016489(gb|WP_011264744)
     11 VFG016490(gb|NP_975163)
     41 VFG016491(gb|WP_011076858)
      7 VFG016492(gb|WP_010925206)
    127 VFG016493(gb|WP_011283803)
     18 VFG016494(gb|WP_004024476)
      1 VFG016789(gb|WP_011179056)
      5 VFG016866(gb|WP_011006421)
      2 VFG017753(gb|WP_011990756)
      2 VFG017803(gb|WP_041176580)
      2 VFG018161(gb|WP_000549309)
      2 VFG018194(gb|WP_000389022)
      2 VFG018204(gb|WP_000730982)
      2 VFG018223(gb|WP_001265640)
     43 VFG018652(gb|WP_006154814)
      5 VFG018662(gb|WP_012130507)
      2 VFG018664(gb|WP_012000426)
      4 VFG018666(gb|WP_012000428)
      2 VFG018675(gb|WP_041789920)
      4 VFG019077(gb|WP_000260685)
      1 VFG019098(gb|WP_142355920)
      6 VFG019132(gb|WP_012343546)
     10 VFG019134(gb|WP_012422966)
      1 VFG019520(gb|WP_000724308)
      2 VFG019942(gb|WP_012724914)
      1 VFG020152
      2 VFG021100(gb|WP_001143049)
      1 VFG022786(gb|WP_013828471)
      7 VFG022866(gb|WP_013829374)
      4 VFG022910(gb|WP_013830539)
      1 VFG022971(gb|WP_041319925)
      1 VFG023786(gb|WP_201773597)
      3 VFG023800(gb|WP_071822701)
      1 VFG024082(gb|WP_008254502)
