      2 VFG000077(gb|NP_465991)
     19 VFG000079(gb|NP_463763)
      2 VFG000080(gb|NP_464522)
      2 VFG000332(gb|WP_005632797)
      1 VFG000874(gb|WP_000824100)
      1 VFG000875(gb|WP_000066579)
      1 VFG000923(gb|WP_001034892)
      9 VFG001269(gb|WP_010929996)
      1 VFG001344(gb|WP_000612460)
     12 VFG001348(gb|WP_000659580)
     22 VFG001373(gb|WP_000758382)
      8 VFG001374(gb|WP_000077424)
      3 VFG001887(gb|WP_010947186)
     17 VFG001967(gb|YP_002344822)
      2 VFG001969(gb|YP_002344824)
      3 VFG002084(gb|WP_000619136)
      6 VFG002182(gb|WP_002376666)
      1 VFG002376(gb|WP_005167723)
      2 VFG002961(gb|WP_000459062)
      2 VFG002966(gb|WP_011274717)
      4 VFG005042(gb|WP_011274720)
      8 VFG005347(gb|WP_002986042)
      5 VFG005352(gb|WP_002986042)
      4 VFG005359(gb|WP_002899102)
      3 VFG005360(gb|WP_002262489)
      2 VFG005384(gb|WP_011836784)
      1 VFG005389(gb|WP_011836739)
      4 VFG005392(gb|WP_011836622)
      3 VFG005547(gb|WP_000107749)
      2 VFG005576(gb|WP_000022832)
     10 VFG005582(gb|WP_002897814)
      1 VFG005874(gb|WP_002986125)
      5 VFG005898(gb|WP_002904719)
      4 VFG005940(gb|WP_011681171)
     20 VFG005992(gb|WP_000685095)
      3 VFG005997(gb|WP_002263084)
      9 VFG005999(gb|WP_011226042)
      1 VFG006004(gb|WP_001819836)
      2 VFG006010
      1 VFG006015(gb|WP_000676152)
      1 VFG006040(gb|WP_011226046)
      6 VFG006041(gb|WP_011681286)
      2 VFG006054(gb|WP_041827753)
      2 VFG006059(gb|WP_011681436)
      4 VFG006061(gb|WP_041827077)
      2 VFG006067(gb|WP_011681438)
      1 VFG006068(gb|WP_002902061)
      4 VFG006072(gb|WP_002902060)
      1 VFG006079(gb|WP_011681442)
      2 VFG006083(gb|WP_011681443)
      2 VFG006089(gb|WP_011681446)
      2 VFG006496(gb|WP_011115254)
      3 VFG006720(gb|WP_011702434)
      3 VFG006884(gb|WP_000591846)
      3 VFG006902(gb|WP_000957200)
     10 VFG007373(gb|WP_011078343)
      1 VFG007430(gb|WP_000130773)
      1 VFG007432(gb|WP_005457756)
      2 VFG007433(gb|WP_011079841)
      2 VFG007456(gb|WP_005457757)
     22 VFG007457(gb|WP_026130674)
      8 VFG007458(gb|WP_043877279)
      2 VFG007459(gb|WP_005420355)
      8 VFG007489(gb|WP_011262361)
      3 VFG007532(gb|WP_000290371)
     29 VFG007552(gb|WP_005479477)
      1 VFG007597(gb|WP_011262354)
      1 VFG007639(gb|WP_043920918)
      2 VFG007656(gb|WP_011078838)
      3 VFG007657(gb|WP_043877045)
      1 VFG007661(gb|WP_011261023)
      2 VFG007793(gb|WP_014000413)
      1 VFG007914(gb|WP_011780329)
      1 VFG008277(gb|WP_011777397)
      2 VFG008278(gb|WP_011854170)
      1 VFG009119(gb|WP_015307141)
      1 VFG009161(gb|WP_005067995)
      1 VFG009404(gb|WP_010908031)
      1 VFG009714(gb|WP_010949738)
      2 VFG009715(gb|WP_023861150)
      9 VFG009718(gb|WP_011728563)
      1 VFG009720(gb|WP_011779686)
      2 VFG009849(gb|WP_011892634)
      1 VFG009859(gb|WP_003872811)
      2 VFG009928(gb|WP_003894345)
      1 VFG010758(gb|WP_025520099)
      2 VFG011124
      5 VFG011169(gb|WP_012415800)
      1 VFG011684(gb|WP_002860371)
      2 VFG011933(gb|WP_011731940)
      2 VFG011937(gb|WP_002849696)
     19 VFG012095(gb|WP_003435012)
     17 VFG012096(gb|WP_011722916)
     10 VFG012099(gb|WP_011100542)
     37 VFG012101(gb|WP_010965990)
     18 VFG012102(gb|WP_011967678)
     87 VFG012103(gb|WP_003514589)
      1 VFG012106(gb|WP_011010639)
      2 VFG012113(gb|WP_003520265)
      5 VFG013104(gb|WP_010945036)
      2 VFG013155(gb|WP_012341780)
      3 VFG013178(gb|WP_012341378)
      2 VFG013236(gb|WP_005693864)
      2 VFG013260(gb|WP_010868968)
      3 VFG013287(gb|WP_005688951)
      2 VFG013335
      2 VFG013368(gb|WP_005693225)
      1 VFG013372(gb|WP_010944658)
     81 VFG013434(gb|WP_010945082)
      1 VFG013443(gb|WP_012054403)
      9 VFG013530(gb|WP_010869249)
      4 VFG013532(gb|WP_012054417)
      3 VFG013535(gb|WP_011609092)
      1 VFG013733(gb|WP_003854229)
      2 VFG013734(gb|WP_011013698)
      1 VFG013761(gb|WP_003152762)
      4 VFG013781(gb|WP_011912243)
      1 VFG013906(gb|WP_007953348)
      5 VFG013907(gb|WP_004373763)
      2 VFG013988(gb|WP_011266589)
      3 VFG014129(gb|WP_003150889)
      1 VFG014135(gb|WP_025297832)
      1 VFG014137(gb|WP_003138472)
      1 VFG014360(gb|WP_003316803)
      1 VFG014364(gb|WP_011534913)
      1 VFG014386(gb|WP_011268444)
      1 VFG014388(gb|WP_010955091)
      1 VFG014389(gb|WP_012051624)
      2 VFG014439(gb|WP_011169091)
      1 VFG014481(gb|WP_011534901)
      1 VFG014637(gb|WP_011534889)
      1 VFG014844(gb|WP_012074763)
      2 VFG014851(gb|WP_011535591)
      1 VFG014853(gb|WP_011332552)
      3 VFG014961(gb|WP_003245464)
      1 VFG014984(gb|NP_253136)
      1 VFG014985(gb|WP_012077206)
      1 VFG014987(gb|WP_003377590)
      2 VFG014992(gb|WP_011535570)
      4 VFG014994(gb|WP_011332484)
      1 VFG015077(gb|WP_041475601)
      1 VFG015369(gb|WP_011064243)
      1 VFG015494(gb|WP_011167352)
      2 VFG015497(gb|WP_011064261)
      5 VFG015498(gb|WP_012018669)
      3 VFG015677(gb|WP_012315528)
      1 VFG015753(gb|WP_012312809)
      2 VFG015805(gb|WP_012272402)
      2 VFG015806(gb|WP_012314365)
      1 VFG016377(gb|WP_000286451)
      3 VFG016381(gb|WP_033685340)
      1 VFG016382(gb|WP_000757832)
     22 VFG016387(gb|WP_000996578)
      3 VFG016416(gb|WP_000060578)
      2 VFG016433(gb|WP_000757777)
      5 VFG016470(gb|WP_011290436)
      1 VFG016473(gb|WP_011290303)
     31 VFG016483(gb|WP_010875022)
     21 VFG016484(gb|WP_009885583)
    151 VFG016485(gb|WP_011113468)
     17 VFG016489(gb|WP_011264744)
     16 VFG016490(gb|NP_975163)
     38 VFG016491(gb|WP_011076858)
     21 VFG016492(gb|WP_010925206)
     10 VFG016493(gb|WP_011283803)
     82 VFG016494(gb|WP_004024476)
      7 VFG016495(gb|WP_011166362)
      1 VFG016784(gb|WP_005767817)
      1 VFG016860(gb|WP_010230254)
      1 VFG017803(gb|WP_041176580)
      2 VFG017987(gb|WP_012006774)
      3 VFG018402(gb|WP_000131305)
      6 VFG018652(gb|WP_006154814)
     30 VFG018662(gb|WP_012130507)
      6 VFG018664(gb|WP_012000426)
      6 VFG019078(gb|WP_000260667)
      3 VFG019118(gb|WP_000861662)
      1 VFG019132(gb|WP_012343546)
     15 VFG019134(gb|WP_012422966)
      3 VFG019824(gb|WP_015885197)
      1 VFG019917(gb|WP_012722769)
      1 VFG022573(gb|WP_013828959)
     12 VFG022670(gb|WP_013831099)
      1 VFG022786(gb|WP_013828471)
      1 VFG022860(gb|YP_001703741)
      7 VFG022866(gb|WP_013829374)
      1 VFG023800(gb|WP_071822701)
      1 VFG024130(gb|WP_026071295)
      2 VFG024850(gb|WP_025987421)
      1 VFG025019(gb|WP_009896156)
     12 VFG025294(gb|WP_009896189)
      1 VFG026439(gb|WP_015307764)
      2 VFG026964(gb|WP_015290883)
      1 VFG029485(gb|WP_010908937)
      1 VFG029490(gb|WP_011726901)
      2 VFG029506(gb|WP_011891286)
      3 VFG030400(gb|WP_081465621)
      2 VFG030673(gb|WP_010908121)
      2 VFG030679(gb|WP_011730288)
      2 VFG030684(gb|WP_011781637)
      2 VFG030692(gb|WP_013828150)
      6 VFG030694(gb|WP_013471930)
     29 VFG030724(gb|WP_015308640)
      4 VFG031039(gb|WP_011726364)
      1 VFG031043(gb|WP_085976227)
      2 VFG031084(gb|WP_041312930)
      1 VFG031352(gb|WP_010949941)
      1 VFG031364(gb|WP_081465670)
      1 VFG031539(gb|WP_005060635)
      1 VFG031683(gb|WP_011778104)
      1 VFG031736(gb|WP_011778105)
      1 VFG031961(gb|WP_012985768)
      2 VFG032518(gb|WP_014093400)
      1 VFG032991(gb|WP_010990928)
      2 VFG035984(gb|WP_001386603)
      1 VFG036556(gb|WP_014581848)
      4 VFG036828(gb|WP_013448632)
      2 VFG037890(gb|WP_001165098)
      5 VFG037895(gb|WP_001175098)
      2 VFG037923(gb|WP_000699387)
      1 VFG037938(gb|WP_000104825)
      3 VFG037993(gb|WP_000471755)
      1 VFG038171(gb|WP_020752683)
      2 VFG038395(gb|WP_011705721)
      1 VFG038396(gb|WP_005310704)
      6 VFG038589(gb|WP_011704368)
      1 VFG038633(gb|WP_005334749)
      1 VFG038681(gb|WP_005334720)
      1 VFG038687(gb|WP_016350057)
      1 VFG038698(gb|WP_010634617)
      2 VFG038756(gb|WP_011706626)
      4 VFG038766(gb|WP_005350678)
      1 VFG038790(gb|WP_005334158)
      1 VFG038845(gb|WP_016351249)
      1 VFG038905(gb|WP_016351856)
      7 VFG038916(gb|WP_011705263)
      1 VFG040878(gb|NP_249377)
      1 VFG040891(gb|WP_019237945)
      5 VFG040920(gb|WP_004533498)
      1 VFG040957(gb|WP_012968915)
      1 VFG040958(gb|WP_012542819)
      2 VFG040959(gb|WP_008807374)
      2 VFG040967(gb|WP_012542824)
      1 VFG041020(gb|NP_250353)
      2 VFG041031(gb|NP_251049)
      7 VFG041043(gb|NP_251061)
      1 VFG041078(gb|WP_002210475)
      1 VFG041152(gb|WP_006484392)
      1 VFG041222(gb|WP_012907484)
      1 VFG041304(gb|WP_010947678)
      2 VFG041722(gb|WP_006489706)
      1 VFG041846(gb|WP_043596248)
      1 VFG041863(gb|WP_011136154)
      2 VFG042086(gb|NP_311748)
      4 VFG042087(gb|NP_311746)
      1 VFG042097(gb|NP_311736)
      4 VFG042592(gb|AAS99231)
      5 VFG042749(gb|NP_252992)
      5 VFG042984(gb|ACI49668)
      5 VFG042988(gb|ACI49671)
      7 VFG042989(gb|ACI49672)
     21 VFG042990(gb|ACI49664)
     25 VFG042991(gb|ACI49665)
      3 VFG042992(gb|ACI49666)
     73 VFG042993(gb|ACI49667)
      1 VFG043018(gb|NP_252039)
      7 VFG043117(gb|WP_001253441)
      2 VFG043152(gb|WP_005462793)
     25 VFG043285(gb|WP_011860690)
      9 VFG043367(gb|WP_000971620)
      1 VFG043409(gb|WP_001192590)
     26 VFG043441(gb|WP_002287386)
      2 VFG043447(gb|YP_177831)
      1 VFG043469(gb|YP_001201070)
      3 VFG043479(gb|AAD53408)
      2 VFG043510(gb|WP_002369215)
      2 VFG043518(gb|AAN12397)
     44 VFG043550(gb|NP_214954)
     15 VFG043573(gb|NP_219906)
      2 VFG043608(gb|WP_000682783)
      4 VFG043804(gb|BAA77275)
      1 VFG043997(gb|ABK58691)
      2 VFG044110(gb|WP_010929751)
     16 VFG044131(gb|WP_005874564)
      2 VFG044219(gb|WP_000590068)
      4 VFG044225(gb|WP_011533698)
      1 VFG044229(gb|WP_011533702)
      2 VFG044310(gb|WP_006486076)
      1 VFG044315(gb|WP_012492605)
      1 VFG044336(gb|WP_050767835)
      1 VFG044337(gb|WP_015874982)
      2 VFG045623(gb|WP_033585060)
      2 VFG045625(gb|WP_014748741)
      2 VFG045629(gb|WP_010774232)
      1 VFG045671(gb|WP_002294628)
      2 VFG045683(gb|WP_002294135)
      2 VFG045689(gb|WP_002294134)
      6 VFG045692(gb|WP_197532029)
     31 VFG046458(gb|WP_003024794)
     47 VFG046459(gb|WP_004287053)
    236 VFG046467(gb|WP_014548920)
     39 VFG046470(gb|WP_014548920)
     33 VFG046474(gb|WP_014714676)
    251 VFG046475(gb|WP_013922406)
      6 VFG046612(gb|WP_014548584)
      1 VFG046655(gb|WP_013922873)
      1 VFG047156(gb|WP_003040366)
      2 VFG047198(gb|WP_012280617)
      1 VFG047212(gb|WP_014714809)
      6 VFG047702(gb|WP_012280232)
      5 VFG047717(gb|WP_014714141)
      3 VFG047718(gb|WP_013921812)
      2 VFG048499(gb|WP_012968729)
      4 VFG048763(gb|WP_012968400)
      2 VFG048772(gb|WP_012968399)
      1 VFG048780(gb|WP_012968398)
      6 VFG048790(gb|WP_014230056)
      5 VFG048796(gb|WP_015958696)
     12 VFG048822(gb|WP_004122480)
      1 VFG048823(gb|WP_014230059)
      2 VFG048829(gb|WP_004175258)
      1 VFG048833(gb|WP_014838944)
      1 VFG048837(gb|YP_005227858)
      2 VFG048840(gb|WP_015958698)
      1 VFG048845(gb|WP_004122486)
      3 VFG048885(gb|WP_014907227)
      3 VFG048964(gb|WP_012967597)
      2 VFG048973(gb|WP_000704907)
      4 VFG048986(gb|WP_004144150)
      2 VFG049009(gb|WP_008804210)
      1 VFG049059(gb|WP_020956643)
      1 VFG049103(gb|WP_004175258)
      5 VFG049107(gb|WP_015958694)
      3 VFG049139(gb|WP_008805437)
      1 VFG050043(gb|NP_391076)
      8 VFG050173(gb|WP_000702222)
      1 VFG050189(gb|WP_001971591)
      1 VFG050194(gb|WP_000996524)
      3 VFG050201(gb|WP_000471738)
     21 VFG050205(gb|WP_000122126)
      1 VFG050215(gb|WP_011861680)
