     14 VFG000079(gb|NP_463763)
      2 VFG000080(gb|NP_464522)
      2 VFG000321(gb|WP_000659810)
      4 VFG000331(gb|WP_005693548)
      2 VFG001248(gb|NP_249788)
      3 VFG001269(gb|WP_010929996)
      1 VFG001348(gb|WP_000659580)
      3 VFG001375(gb|WP_000594468)
      1 VFG001376(gb|WP_000695335)
      4 VFG001855(gb|WP_197535493)
      3 VFG001887(gb|WP_010947186)
      4 VFG001943(gb|YP_002344535)
      1 VFG001967(gb|YP_002344822)
      7 VFG001969(gb|YP_002344824)
      2 VFG002182(gb|WP_002376666)
     25 VFG002277(gb|WP_011009663)
     14 VFG002279(gb|WP_003467250)
     41 VFG002281(gb|WP_003468301)
      1 VFG002282(gb|WP_041707714)
     11 VFG002284(gb|WP_011009886)
      5 VFG002966(gb|WP_011274717)
      1 VFG005020(gb|WP_011274718)
      6 VFG005065
     17 VFG005191(gb|WP_011681101)
      2 VFG005323(gb|WP_011225268)
     27 VFG005324(gb|WP_082302295)
      7 VFG005325(gb|WP_011680595)
      3 VFG005352(gb|WP_002986042)
      1 VFG005353(gb|WP_000260656)
     10 VFG005359(gb|WP_002899102)
     11 VFG005360(gb|WP_002262489)
      4 VFG005382(gb|WP_011681303)
     20 VFG005386
     10 VFG005388
      1 VFG005472(gb|WP_020905533)
      1 VFG005553(gb|WP_002263425)
      2 VFG005555(gb|WP_011225339)
      9 VFG005556(gb|WP_011680653)
      5 VFG005579(gb|WP_000022815)
      7 VFG005844(gb|WP_011681165)
      6 VFG005862(gb|WP_009659423)
      2 VFG005898(gb|WP_002904719)
      1 VFG005934(gb|WP_011837184)
      6 VFG005952(gb|WP_011681172)
     20 VFG005964(gb|WP_011681173)
      2 VFG005973(gb|WP_002263087)
      6 VFG005976(gb|WP_011681174)
      1 VFG005985(gb|WP_002263085)
      2 VFG005988(gb|WP_011681175)
     44 VFG005992(gb|WP_000685095)
      8 VFG005998(gb|WP_011227246)
      8 VFG006000(gb|WP_011681176)
      5 VFG006004(gb|WP_001819836)
      2 VFG006009(gb|WP_011227247)
     18 VFG006011(gb|WP_011681177)
      3 VFG006015(gb|WP_000676152)
      4 VFG006020(gb|WP_011227248)
     21 VFG006022(gb|WP_002947383)
     15 VFG006031(gb|WP_011226045)
      2 VFG006032(gb|WP_011226149)
      1 VFG006040(gb|WP_011226046)
     17 VFG006041(gb|WP_011681286)
      1 VFG006047(gb|WP_011226047)
      3 VFG006053(gb|WP_011226048)
      2 VFG006054(gb|WP_041827753)
     19 VFG006057(gb|WP_011227426)
     10 VFG006058(gb|WP_011226049)
      9 VFG006059(gb|WP_011681436)
      1 VFG006061(gb|WP_041827077)
      2 VFG006062(gb|WP_002947383)
      2 VFG006063(gb|WP_011681437)
      6 VFG006065(gb|WP_011227428)
      4 VFG006071(gb|WP_011681439)
      5 VFG006075(gb|WP_011681440)
      1 VFG006077(gb|WP_011227431)
     23 VFG006079(gb|WP_011681442)
     10 VFG006081(gb|WP_014621820)
      7 VFG006083(gb|WP_011681443)
      8 VFG006085(gb|WP_011681444)
      8 VFG006087(gb|WP_011681445)
     12 VFG006089(gb|WP_011681446)
      1 VFG006476(gb|WP_011115250)
      1 VFG006526(gb|WP_011116635)
      4 VFG006594(gb|WP_011578003)
      3 VFG006610(gb|WP_138091884)
      1 VFG006655(gb|WP_011115026)
      1 VFG006690(gb|WP_000347741)
      3 VFG006720(gb|WP_011702434)
      1 VFG007373(gb|WP_011078343)
      3 VFG007457(gb|WP_026130674)
