      8 VFG000079(gb|NP_463763)
      2 VFG000080(gb|NP_464522)
      1 VFG000182(gb|NP_251793)
      2 VFG000321(gb|WP_000659810)
      2 VFG001269(gb|WP_010929996)
      3 VFG001348(gb|WP_000659580)
      1 VFG001855(gb|WP_197535493)
      3 VFG001969(gb|YP_002344824)
      1 VFG002966(gb|WP_011274717)
      2 VFG005042(gb|WP_011274720)
      8 VFG005065
      2 VFG005253(gb|WP_011285200)
      2 VFG005344(gb|WP_011054177)
      3 VFG005352(gb|WP_002986042)
      2 VFG005360(gb|WP_002262489)
      1 VFG005389(gb|WP_011836739)
      2 VFG005547(gb|WP_000107749)
      2 VFG005582(gb|WP_002897814)
      1 VFG005940(gb|WP_011681171)
      4 VFG005952(gb|WP_011681172)
      2 VFG005964(gb|WP_011681173)
      2 VFG005976(gb|WP_011681174)
     10 VFG005992(gb|WP_000685095)
      2 VFG005997(gb|WP_002263084)
      2 VFG006010
      2 VFG006015(gb|WP_000676152)
      2 VFG006048(gb|WP_011681434)
      1 VFG006079(gb|WP_011681442)
      1 VFG006083(gb|WP_011681443)
      2 VFG006720(gb|WP_011702434)
      1 VFG006828(gb|WP_003719652)
      2 VFG007658(gb|WP_011149273)
      1 VFG007660(gb|WP_011149274)
      1 VFG007909(gb|WP_003876146)
      1 VFG007914(gb|WP_011780329)
      2 VFG008277(gb|WP_011777397)
      2 VFG009119(gb|WP_015307141)
      1 VFG009230(gb|WP_041307902)
      2 VFG009479(gb|WP_011781012)
      1 VFG009576(gb|WP_024637120)
      1 VFG009714(gb|WP_010949738)
      5 VFG009718(gb|WP_011728563)
      1 VFG009719(gb|WP_011894790)
      3 VFG009720(gb|WP_011779686)
      1 VFG009820(gb|WP_036377494)
      1 VFG009929(gb|WP_011894664)
      1 VFG011124
      1 VFG011684(gb|WP_002860371)
      2 VFG012004(gb|WP_002869093)
      1 VFG012056(gb|WP_002850177)
      4 VFG012095(gb|WP_003435012)
      6 VFG012096(gb|WP_011722916)
      1 VFG012099(gb|WP_011100542)
      6 VFG012101(gb|WP_010965990)
      3 VFG012102(gb|WP_011967678)
     73 VFG012103(gb|WP_003514589)
      3 VFG013155(gb|WP_012341780)
      1 VFG013178(gb|WP_012341378)
      3 VFG013260(gb|WP_010868968)
      1 VFG013261(gb|WP_011271948)
      1 VFG013291(gb|WP_011608942)
      2 VFG013371(gb|WP_005648212)
      2 VFG013672(gb|WP_010934130)
      1 VFG013733(gb|WP_003854229)
      6 VFG013734(gb|WP_011013698)
      2 VFG013781(gb|WP_011912243)
      1 VFG013900(gb|WP_003404551)
      2 VFG013901(gb|WP_004654396)
      6 VFG013907(gb|WP_004373763)
      1 VFG013980(gb|WP_041774140)
      5 VFG014135(gb|WP_025297832)
      2 VFG014386(gb|WP_011268444)
      1 VFG014389(gb|WP_012051624)
      1 VFG014440(gb|WP_010955089)
      3 VFG014851(gb|WP_011535591)
      1 VFG014852(gb|WP_011059369)
      2 VFG014853(gb|WP_011332552)
      3 VFG014854(gb|WP_011921099)
      1 VFG014952(gb|WP_003140933)
      1 VFG014956(gb|WP_049587369)
      4 VFG014961(gb|WP_003245464)
      4 VFG014984(gb|NP_253136)
      1 VFG014987(gb|WP_003377590)
      1 VFG014993(gb|WP_011059287)
      1 VFG015077(gb|WP_041475601)
      1 VFG015383(gb|WP_011064245)
      1 VFG015494(gb|WP_011167352)
      5 VFG015495(gb|WP_049586082)
      4 VFG015498(gb|WP_012018669)
      1 VFG015611(gb|WP_012316337)
      2 VFG015677(gb|WP_012315528)
      1 VFG015689(gb|WP_012315522)
      5 VFG015806(gb|WP_012314365)
      3 VFG015826(gb|WP_012273396)
      1 VFG015908(gb|WP_164920478)
      1 VFG016025(gb|WP_005753277)
      1 VFG016061(gb|WP_162839071)
      2 VFG016186(gb|WP_005762824)
      3 VFG016380(gb|WP_000609547)
     16 VFG016483(gb|WP_010875022)
     12 VFG016484(gb|WP_009885583)
     29 VFG016485(gb|WP_011113468)
     11 VFG016489(gb|WP_011264744)
      9 VFG016490(gb|NP_975163)
     15 VFG016491(gb|WP_011076858)
     14 VFG016492(gb|WP_010925206)
     16 VFG016493(gb|WP_011283803)
     51 VFG016494(gb|WP_004024476)
      5 VFG016495(gb|WP_011166362)
