     15 VFG000079(gb|NP_463763)
     17 VFG000080(gb|NP_464522)
      2 VFG000116(gb|NP_254170)
      1 VFG000166(gb|NP_252916)
      2 VFG000933(gb|WP_001007140)
      8 VFG001269(gb|WP_010929996)
      3 VFG001348(gb|WP_000659580)
      7 VFG001373(gb|WP_000758382)
      4 VFG001374(gb|WP_000077424)
      5 VFG001375(gb|WP_000594468)
      8 VFG001967(gb|YP_002344822)
      1 VFG001969(gb|YP_002344824)
      3 VFG002182(gb|WP_002376666)
     15 VFG002965(gb|WP_011302064)
      3 VFG002966(gb|WP_011274717)
      9 VFG005065
     14 VFG005359(gb|WP_002899102)
      2 VFG005360(gb|WP_002262489)
      1 VFG005547(gb|WP_000107749)
      1 VFG005582(gb|WP_002897814)
      2 VFG005844(gb|WP_011681165)
      1 VFG005898(gb|WP_002904719)
      2 VFG005904(gb|WP_011681168)
      2 VFG005940(gb|WP_011681171)
      1 VFG005952(gb|WP_011681172)
      4 VFG005986(gb|WP_196767671)
     71 VFG005992(gb|WP_000685095)
      3 VFG005997(gb|WP_002263084)
      1 VFG006004(gb|WP_001819836)
      1 VFG006015(gb|WP_000676152)
      3 VFG006028(gb|YP_001197944)
      1 VFG006068(gb|WP_002902061)
      4 VFG006082(gb|WP_011226326)
      1 VFG006476(gb|WP_011115250)
      1 VFG006577(gb|WP_001262893)
      1 VFG006720(gb|WP_011702434)
      1 VFG007657(gb|WP_043877045)
      1 VFG007658(gb|WP_011149273)
      1 VFG007659(gb|WP_011261022)
      1 VFG007660(gb|WP_011149274)
      1 VFG007661(gb|WP_011261023)
      2 VFG007910
      1 VFG008277(gb|WP_011777397)
      2 VFG009135(gb|YP_005360856)
      1 VFG009161(gb|WP_005067995)
      3 VFG009303(gb|WP_011782503)
      1 VFG009361
      2 VFG009373(gb|WP_011725707)
      1 VFG009376(gb|WP_003893754)
      2 VFG009407(gb|WP_011893806)
      4 VFG009576(gb|WP_024637120)
      2 VFG009718(gb|WP_011728563)
      2 VFG009719(gb|WP_011894790)
      3 VFG009804(gb|WP_011730856)
      1 VFG009818(gb|WP_014878477)
      4 VFG009859(gb|WP_003872811)
      1 VFG009924(gb|WP_003877578)
      3 VFG009928(gb|WP_003894345)
      2 VFG010758(gb|WP_025520099)
      1 VFG011124
      2 VFG011813(gb|WP_002850283)
     24 VFG012095(gb|WP_003435012)
