     12 VFG000079(gb|NP_463763)
      9 VFG000080(gb|NP_464522)
      3 VFG001348(gb|WP_000659580)
      1 VFG001373(gb|WP_000758382)
      1 VFG001374(gb|WP_000077424)
      1 VFG001376(gb|WP_000695335)
     17 VFG001855(gb|WP_197535493)
      4 VFG001967(gb|YP_002344822)
      2 VFG001969(gb|YP_002344824)
     10 VFG002182(gb|WP_002376666)
      8 VFG002377(gb|WP_005167721)
      3 VFG002966(gb|WP_011274717)
      1 VFG005020(gb|WP_011274718)
      1 VFG005173(gb|WP_011285229)
      2 VFG005302(gb|WP_011837257)
      2 VFG005323(gb|WP_011225268)
      2 VFG005324(gb|WP_082302295)
      1 VFG005353(gb|WP_000260656)
      9 VFG005359(gb|WP_002899102)
      9 VFG005360(gb|WP_002262489)
      2 VFG005391(gb|WP_002352269)
      2 VFG005488(gb|WP_011836924)
      2 VFG005579(gb|WP_000022815)
      2 VFG005874(gb|WP_002986125)
      1 VFG005894(gb|WP_000262522)
      1 VFG005898(gb|WP_002904719)
      4 VFG005924(gb|YP_001200130)
     13 VFG005992(gb|WP_000685095)
      4 VFG006004(gb|WP_001819836)
      4 VFG006031(gb|WP_011226045)
      2 VFG006046(gb|WP_011226149)
      2 VFG006065(gb|WP_011227428)
      4 VFG006074(gb|WP_011226325)
      1 VFG006075(gb|WP_011681440)
      2 VFG006078(gb|WP_002948022)
      2 VFG006082(gb|WP_011226326)
      4 VFG006086(gb|WP_011226328)
      5 VFG006334(gb|WP_002236579)
      1 VFG006720(gb|WP_011702434)
     26 VFG007394(gb|WP_000840982)
      1 VFG007597(gb|WP_011262354)
      5 VFG007657(gb|WP_043877045)
      3 VFG007658(gb|WP_011149273)
      1 VFG007661(gb|WP_011261023)
      1 VFG007706(gb|WP_076221045)
      1 VFG007914(gb|WP_011780329)
      1 VFG009135(gb|YP_005360856)
      1 VFG009328(gb|WP_009974902)
      4 VFG009715(gb|WP_023861150)
      4 VFG009718(gb|WP_011728563)
      4 VFG009720(gb|WP_011779686)
      3 VFG009805(gb|WP_011892478)
      1 VFG009849(gb|WP_011892634)
      1 VFG009859(gb|WP_003872811)
      6 VFG009926(gb|WP_010907754)
      2 VFG009930(gb|WP_011779804)
      1 VFG011124
      1 VFG011158(gb|WP_012415798)
      3 VFG012095(gb|WP_003435012)
     10 VFG012096(gb|WP_011722916)
      4 VFG012099(gb|WP_011100542)
      1 VFG012101(gb|WP_010965990)
      5 VFG012102(gb|WP_011967678)
     41 VFG012103(gb|WP_003514589)
      2 VFG012894
      1 VFG013260(gb|WP_010868968)
      7 VFG013365(gb|WP_010869077)
      2 VFG013369(gb|WP_011272256)
      1 VFG013422(gb|WP_010945115)
      6 VFG013464(gb|WP_011609611)
     17 VFG014129(gb|WP_003150889)
      6 VFG014135(gb|WP_025297832)
      2 VFG014357(gb|WP_003152329)
      2 VFG014364(gb|WP_011534913)
      4 VFG014366(gb|WP_003222863)
      1 VFG014367(gb|WP_012019027)
      2 VFG014368(gb|WP_014597048)
      1 VFG014385(gb|WP_011103783)
      1 VFG014542(gb|WP_003316820)
      2 VFG014591(gb|WP_003155638)
     13 VFG014690(gb|WP_011058929)
      3 VFG014847(gb|WP_011266795)
      2 VFG014952(gb|WP_003140933)
      4 VFG014985(gb|WP_012077206)
      1 VFG014987(gb|WP_003377590)
      2 VFG014996(gb|WP_011912236)
      9 VFG015068(gb|WP_003156446)
      2 VFG015070(gb|WP_011103673)
     19 VFG015071(gb|WP_011268595)
     18 VFG015076(gb|WP_011062714)
      1 VFG015077(gb|WP_041475601)
      2 VFG015611(gb|WP_012316337)
     13 VFG015676(gb|WP_012273513)
      1 VFG015782(gb|WP_012270935)
     21 VFG015783(gb|WP_012313127)
      2 VFG016381(gb|WP_033685340)
      4 VFG016387(gb|WP_000996578)
      1 VFG016433(gb|WP_000757777)
      1 VFG016455(gb|WP_041593683)
      2 VFG016470(gb|WP_011290436)
      6 VFG016483(gb|WP_010875022)
     10 VFG016484(gb|WP_009885583)
     50 VFG016485(gb|WP_011113468)
     15 VFG016489(gb|WP_011264744)
     35 VFG016490(gb|NP_975163)
      9 VFG016491(gb|WP_011076858)
      8 VFG016492(gb|WP_010925206)
     58 VFG016493(gb|WP_011283803)
     70 VFG016494(gb|WP_004024476)
      7 VFG016495(gb|WP_011166362)
      3 VFG017753(gb|WP_011990756)
      4 VFG017974
      1 VFG018001(gb|WP_002866148)
      1 VFG018002(gb|WP_002866149)
      2 VFG018651(gb|WP_012130562)
      5 VFG018652(gb|WP_006154814)
      2 VFG018654(gb|WP_011999748)
      2 VFG018655(gb|WP_012000309)
