      2 VFG000077(gb|NP_465991)
     69 VFG000079(gb|NP_463763)
     17 VFG000080(gb|NP_464522)
      3 VFG000182(gb|NP_251793)
      1 VFG000477(gb|NP_461845)
      2 VFG000930(gb|WP_000077767)
      2 VFG001248(gb|NP_249788)
      8 VFG001269(gb|WP_010929996)
      1 VFG001301(gb|WP_000459062)
      8 VFG001348(gb|WP_000659580)
      1 VFG001373(gb|WP_000758382)
      1 VFG001376(gb|WP_000695335)
      1 VFG001731(gb|WP_001223352)
      5 VFG001967(gb|YP_002344822)
     10 VFG001969(gb|YP_002344824)
      1 VFG002052(gb|WP_000820136)
      3 VFG002182(gb|WP_002376666)
      1 VFG002365(gb|WP_005167740)
      6 VFG002376(gb|WP_005167723)
      2 VFG002966(gb|WP_011274717)
      1 VFG003918(gb|WP_000787208)
      2 VFG005020(gb|WP_011274718)
     13 VFG005042(gb|WP_011274720)
      7 VFG005065
      2 VFG005186(gb|YP_001198858)
      2 VFG005352(gb|WP_002986042)
      1 VFG005353(gb|WP_000260656)
      4 VFG005359(gb|WP_002899102)
     17 VFG005360(gb|WP_002262489)
      1 VFG005521(gb|WP_002981947)
      1 VFG005874(gb|WP_002986125)
      3 VFG005898(gb|WP_002904719)
      3 VFG005940(gb|WP_011681171)
      2 VFG005952(gb|WP_011681172)
      2 VFG005969(gb|WP_000902274)
     28 VFG005992(gb|WP_000685095)
      1 VFG005997(gb|WP_002263084)
      2 VFG006004(gb|WP_001819836)
      3 VFG006015(gb|WP_000676152)
      3 VFG006472(gb|WP_000724295)
      1 VFG006476(gb|WP_011115250)
      4 VFG006520(gb|WP_011116204)
     12 VFG006526(gb|WP_011116635)
      1 VFG006531(gb|WP_011115631)
      5 VFG006546(gb|WP_011116534)
      4 VFG006560(gb|WP_011115453)
      3 VFG006565(gb|WP_011115452)
      3 VFG006570(gb|WP_011115451)
      4 VFG006575(gb|WP_011115930)
      1 VFG006585(gb|WP_011115983)
      6 VFG006595(gb|WP_011115987)
      4 VFG006600(gb|WP_011115988)
      8 VFG006605(gb|WP_011116417)
      1 VFG006607
      4 VFG006610(gb|WP_138091884)
      2 VFG006630(gb|WP_011116394)
      5 VFG006645(gb|WP_011116543)
      2 VFG006658(gb|WP_000508923)
      3 VFG006660(gb|WP_011115716)
      5 VFG006689(gb|WP_011116248)
      2 VFG006694(gb|WP_011116247)
      2 VFG006704(gb|WP_011115921)
      1 VFG006848(gb|WP_003721812)
      1 VFG007639(gb|WP_043920918)
      7 VFG007642(gb|WP_011149334)
      6 VFG007657(gb|WP_043877045)
      1 VFG007658(gb|WP_011149273)
      1 VFG007664(gb|WP_011261024)
      4 VFG007811(gb|WP_008263844)
      2 VFG007813(gb|WP_015309406)
      2 VFG008277(gb|WP_011777397)
      1 VFG008278(gb|WP_011854170)
      1 VFG009119(gb|WP_015307141)
      2 VFG009161(gb|WP_005067995)
      1 VFG009228(gb|WP_011729234)
      1 VFG009230(gb|WP_041307902)
      4 VFG009576(gb|WP_024637120)
      1 VFG009717(gb|WP_011741135)
      5 VFG009718(gb|WP_011728563)
      8 VFG009720(gb|WP_011779686)
      1 VFG009722(gb|WP_083775447)
      2 VFG009928(gb|WP_003894345)
      1 VFG010758(gb|WP_025520099)
      2 VFG010929(gb|WP_012417632)
      1 VFG011124
      1 VFG011169(gb|WP_012415800)
      1 VFG011861(gb|WP_002850774)
      1 VFG012004(gb|WP_002869093)
      3 VFG012056(gb|WP_002850177)
      1 VFG012060(gb|WP_011732168)
     35 VFG012095(gb|WP_003435012)
     22 VFG012096(gb|WP_011722916)
      3 VFG012097(gb|WP_003462314)
     15 VFG012099(gb|WP_011100542)
      2 VFG012100(gb|WP_003357641)
      9 VFG012101(gb|WP_010965990)
     42 VFG012102(gb|WP_011967678)
    130 VFG012103(gb|WP_003514589)
      1 VFG012104(gb|WP_011861612)
      1 VFG012112(gb|WP_011968925)
      8 VFG012113(gb|WP_003520265)
      1 VFG013101(gb|WP_011271972)
      2 VFG013130(gb|WP_010945652)
      1 VFG013155(gb|WP_012341780)
      1 VFG013178(gb|WP_012341378)
      2 VFG013260(gb|WP_010868968)
      1 VFG013287(gb|WP_005688951)
      4 VFG013290(gb|WP_010944774)
      3 VFG013335
      5 VFG013372(gb|WP_010944658)
      1 VFG013464(gb|WP_011609611)
      2 VFG013580(gb|WP_012054533)
      1 VFG013668(gb|WP_010935503)
      3 VFG013672(gb|WP_010934130)
      4 VFG013676(gb|WP_010934133)
      2 VFG013733(gb|WP_003854229)
