      2 VFG000077(gb|NP_465991)
      8 VFG000079(gb|NP_463763)
      1 VFG000080(gb|NP_464522)
      1 VFG000321(gb|WP_000659810)
      1 VFG000477(gb|NP_461845)
      2 VFG000615(gb|NP_709454)
     11 VFG001317(gb|WP_001041586)
     12 VFG001373(gb|WP_000758382)
      3 VFG001375(gb|WP_000594468)
      1 VFG001376(gb|WP_000695335)
      2 VFG002182(gb|WP_002376666)
      2 VFG002365(gb|WP_005167740)
      1 VFG002376(gb|WP_005167723)
      5 VFG005020(gb|WP_011274718)
     15 VFG005065
      2 VFG005253(gb|WP_011285200)
      2 VFG005322(gb|WP_011226733)
      3 VFG005324(gb|WP_082302295)
      3 VFG005352(gb|WP_002986042)
      5 VFG005359(gb|WP_002899102)
      8 VFG005360(gb|WP_002262489)
      1 VFG005382(gb|WP_011681303)
      1 VFG005386
      1 VFG005553(gb|WP_002263425)
      8 VFG005582(gb|WP_002897814)
      3 VFG005844(gb|WP_011681165)
      1 VFG005920(gb|WP_000750328)
      2 VFG005940(gb|WP_011681171)
      2 VFG005952(gb|WP_011681172)
      2 VFG005974(gb|WP_041827042)
      2 VFG005986(gb|WP_196767671)
     31 VFG005992(gb|WP_000685095)
      1 VFG005997(gb|WP_002263084)
      2 VFG006000(gb|WP_011681176)
      2 VFG006010
      2 VFG006011(gb|WP_011681177)
      3 VFG006015(gb|WP_000676152)
      4 VFG006022(gb|WP_002947383)
      2 VFG006040(gb|WP_011226046)
      8 VFG006058(gb|WP_011226049)
      3 VFG006072(gb|WP_002902060)
      6 VFG006074(gb|WP_011226325)
      2 VFG006077(gb|WP_011227431)
      2 VFG006078(gb|WP_002948022)
      2 VFG006082(gb|WP_011226326)
      4 VFG006084(gb|WP_002948020)
      2 VFG006086(gb|WP_011226328)
      4 VFG006088(gb|WP_041828290)
      3 VFG006091(gb|WP_011226331)
      2 VFG006720(gb|WP_011702434)
      1 VFG007496(gb|WP_001190986)
      7 VFG007642(gb|WP_011149334)
      1 VFG007657(gb|WP_043877045)
      2 VFG007658(gb|WP_011149273)
      1 VFG007911(gb|WP_010908851)
      2 VFG008277(gb|WP_011777397)
      1 VFG009119(gb|WP_015307141)
      1 VFG009705(gb|WP_011731275)
      2 VFG009718(gb|WP_011728563)
      3 VFG009720(gb|WP_011779686)
      1 VFG009805(gb|WP_011892478)
      1 VFG009818(gb|WP_014878477)
      2 VFG009849(gb|WP_011892634)
