     15 VFG000079(gb|NP_463763)
      3 VFG000080(gb|NP_464522)
      2 VFG000321(gb|WP_000659810)
      2 VFG000431(gb|WP_000466893)
      1 VFG001269(gb|WP_010929996)
      9 VFG001373(gb|WP_000758382)
      2 VFG001374(gb|WP_000077424)
      6 VFG001967(gb|YP_002344822)
     15 VFG001969(gb|YP_002344824)
      1 VFG002182(gb|WP_002376666)
      2 VFG002276(gb|WP_011009653)
      2 VFG002280(gb|WP_011010361)
      4 VFG002281(gb|WP_003468301)
      2 VFG002282(gb|WP_041707714)
      3 VFG002966(gb|WP_011274717)
      2 VFG005042(gb|WP_011274720)
      8 VFG005065
      5 VFG005352(gb|WP_002986042)
      2 VFG005359(gb|WP_002899102)
      6 VFG005360(gb|WP_002262489)
      2 VFG005576(gb|WP_000022832)
      4 VFG005582(gb|WP_002897814)
      1 VFG005898(gb|WP_002904719)
      2 VFG005926(gb|WP_011227240)
      1 VFG005952(gb|WP_011681172)
     14 VFG005992(gb|WP_000685095)
      1 VFG005997(gb|WP_002263084)
      2 VFG006015(gb|WP_000676152)
      2 VFG006022(gb|WP_002947383)
      1 VFG006027(gb|WP_002916998)
      2 VFG006057(gb|WP_011227426)
      1 VFG006085(gb|WP_011681444)
      1 VFG006476(gb|WP_011115250)
      2 VFG006674(gb|WP_011577083)
      1 VFG006715(gb|WP_010991027)
      1 VFG006720(gb|WP_011702434)
      1 VFG006809(gb|WP_011703166)
      1 VFG007257(gb|WP_005482130)
      2 VFG007373(gb|WP_011078343)
      1 VFG007394(gb|WP_000840982)
      1 VFG007430(gb|WP_000130773)
      5 VFG007435(gb|WP_005420346)
      1 VFG007457(gb|WP_026130674)
      6 VFG007484(gb|WP_000079330)
      1 VFG007489(gb|WP_011262361)
      2 VFG007499(gb|WP_011079830)
      1 VFG007528(gb|WP_005457770)
      2 VFG007552(gb|WP_005479477)
      2 VFG007640(gb|WP_043877039)
      1 VFG007642(gb|WP_011149334)
     14 VFG007656(gb|WP_011078838)
      2 VFG007657(gb|WP_043877045)
      2 VFG007658(gb|WP_011149273)
      1 VFG007813(gb|WP_015309406)
      2 VFG008277(gb|WP_011777397)
      1 VFG009119(gb|WP_015307141)
      5 VFG009161(gb|WP_005067995)
      1 VFG009230(gb|WP_041307902)
      2 VFG009335(gb|WP_011561937)
      1 VFG009533(gb|WP_011729889)
      4 VFG009576(gb|WP_024637120)
      1 VFG009597(gb|WP_011781698)
      3 VFG009718(gb|WP_011728563)
      7 VFG009720(gb|WP_011779686)
      1 VFG009804(gb|WP_011730856)
      2 VFG009805(gb|WP_011892478)
      1 VFG009835(gb|WP_011782153)
      1 VFG009930(gb|WP_011779804)
      7 VFG011124
     81 VFG012095(gb|WP_003435012)
      7 VFG012096(gb|WP_011722916)
      2 VFG012097(gb|WP_003462314)
     86 VFG012099(gb|WP_011100542)
     12 VFG012101(gb|WP_010965990)
     21 VFG012102(gb|WP_011967678)
     27 VFG012103(gb|WP_003514589)
      4 VFG012105(gb|WP_011722031)
      2 VFG012120(gb|WP_011590041)
      2 VFG012133(gb|WP_011590096)
      4 VFG012137(gb|WP_003456570)
      2 VFG012162(gb|WP_011590241)
      3 VFG013260(gb|WP_010868968)
      5 VFG013329(gb|WP_005685920)
      1 VFG013372(gb|WP_010944658)
      9 VFG013434(gb|WP_010945082)
      1 VFG013464(gb|WP_011609611)
      1 VFG013534(gb|WP_010944436)
      1 VFG013672(gb|WP_010934130)
      2 VFG013733(gb|WP_003854229)
      5 VFG013734(gb|WP_011013698)
      1 VFG013774(gb|WP_033998207)
      2 VFG013818(gb|WP_011335996)
      1 VFG014135(gb|WP_025297832)
      1 VFG014137(gb|WP_003138472)
      1 VFG014180(gb|WP_003254468)
      1 VFG014366(gb|WP_003222863)
      1 VFG014368(gb|WP_014597048)
      8 VFG014387(gb|WP_004664453)
      1 VFG014846(gb|WP_005764153)
      3 VFG014851(gb|WP_011535591)
      2 VFG014854(gb|WP_011921099)
      1 VFG014952(gb|WP_003140933)
      1 VFG014961(gb|WP_003245464)
      1 VFG014984(gb|NP_253136)
      3 VFG014987(gb|WP_003377590)
     35 VFG014993(gb|WP_011059287)
     15 VFG014994(gb|WP_011332484)
      1 VFG014996(gb|WP_011912236)
      1 VFG015068(gb|WP_003156446)
      3 VFG015369(gb|WP_011064243)
      3 VFG015383(gb|WP_011064245)
      2 VFG015494(gb|WP_011167352)
      4 VFG015495(gb|WP_049586082)
      1 VFG015498(gb|WP_012018669)
      2 VFG015753(gb|WP_012312809)
      1 VFG015769(gb|WP_012312989)
      4 VFG015806(gb|WP_012314365)
     15 VFG015906(gb|WP_011267825)
      1 VFG015992(gb|WP_011062368)
      1 VFG016025(gb|WP_005753277)
      1 VFG016027(gb|WP_041168379)
      1 VFG016184(gb|WP_005762826)
      2 VFG016380(gb|WP_000609547)
      3 VFG016381(gb|WP_033685340)
      1 VFG016382(gb|WP_000757832)
      8 VFG016387(gb|WP_000996578)
      9 VFG016391(gb|WP_000276545)
     24 VFG016394(gb|WP_000608671)
      1 VFG016433(gb|WP_000757777)
      8 VFG016455(gb|WP_041593683)
      1 VFG016470(gb|WP_011290436)
      1 VFG016480(gb|WP_011264945)
      6 VFG016483(gb|WP_010875022)
     21 VFG016484(gb|WP_009885583)
    113 VFG016485(gb|WP_011113468)
     26 VFG016489(gb|WP_011264744)
     25 VFG016490(gb|NP_975163)
    108 VFG016491(gb|WP_011076858)
     69 VFG016492(gb|WP_010925206)
     55 VFG016493(gb|WP_011283803)
    106 VFG016494(gb|WP_004024476)
      7 VFG016495(gb|WP_011166362)
      1 VFG016532(gb|NP_975942)
      5 VFG016789(gb|WP_011179056)
      1 VFG016866(gb|WP_011006421)
      2 VFG017987(gb|WP_012006774)
      2 VFG017990(gb|WP_012006776)
      3 VFG018001(gb|WP_002866148)
      1 VFG018002(gb|WP_002866149)
      1 VFG018514(gb|WP_000927223)
     12 VFG018652(gb|WP_006154814)
     17 VFG018662(gb|WP_012130507)
      1 VFG018664(gb|WP_012000426)
      2 VFG018666(gb|WP_012000428)
      1 VFG018671(gb|WP_012000441)
      1 VFG018692(gb|WP_012232118)
      2 VFG019078(gb|WP_000260667)
      1 VFG019116(gb|WP_000358336)
      5 VFG019118(gb|WP_000861662)
      1 VFG019127(gb|WP_000723325)
      1 VFG019132(gb|WP_012343546)
     55 VFG019134(gb|WP_012422966)
      3 VFG019140(gb|WP_012423869)
      1 VFG019922(gb|WP_012722130)
      1 VFG021930(gb|WP_044089838)
      2 VFG022786(gb|WP_013828471)
     10 VFG022866(gb|WP_013829374)
      1 VFG022910(gb|WP_013830539)
      1 VFG022933(gb|WP_013827764)
      2 VFG023545(gb|WP_041324640)
      1 VFG023800(gb|WP_071822701)
      1 VFG023850(gb|WP_043955033)
      1 VFG023940(gb|WP_013470807)
      2 VFG024127(gb|WP_011894790)
      2 VFG024128(gb|WP_026071295)
      5 VFG024130(gb|WP_026071295)
      1 VFG024163(gb|WP_011892478)
     12 VFG025294(gb|WP_009896189)
      1 VFG026089(gb|WP_006484972)
      1 VFG026414(gb|WP_198344965)
      1 VFG026700(gb|YP_007957699)
      4 VFG026964(gb|WP_015290883)
      1 VFG026985(gb|WP_051073897)
      2 VFG029506(gb|WP_011891286)
      1 VFG029516(gb|WP_015292076)
      2 VFG030675(gb|WP_003875535)
      2 VFG030676(gb|WP_011724098)
      6 VFG030679(gb|WP_011730288)
      3 VFG030684(gb|WP_011781637)
      1 VFG030686(gb|YP_001702115)
      1 VFG030692(gb|WP_013828150)
      2 VFG030694(gb|WP_013471930)
      1 VFG030703(gb|WP_014000675)
     15 VFG030724(gb|WP_015308640)
      1 VFG031042(gb|WP_011726765)
     29 VFG031056(gb|WP_193374435)
      6 VFG031061(gb|WP_009952664)
      1 VFG031140(gb|WP_010908268)
      1 VFG031388(gb|WP_020823399)
      1 VFG031403(gb|WP_014711794)
      1 VFG031404(gb|WP_085981087)
      2 VFG031519(gb|WP_011560730)
      1 VFG031524(gb|WP_011780814)
      1 VFG031730(gb|WP_014876914)
      1 VFG031949(gb|WP_003729668)
      1 VFG031961(gb|WP_012985768)
      1 VFG032441(gb|WP_003722614)
      1 VFG033552(gb|WP_001037822)
      1 VFG036403(gb|WP_003711230)
      2 VFG036828(gb|WP_013448632)
      1 VFG037081(gb|WP_002246021)
      2 VFG037726(gb|WP_001027059)
      1 VFG037890(gb|WP_001165098)
      2 VFG037895(gb|WP_001175098)
      3 VFG037923(gb|WP_000699387)
      2 VFG037938(gb|WP_000104825)
      1 VFG037943(gb|YP_001083152)
      4 VFG037993(gb|WP_000471755)
      2 VFG038279(gb|WP_005338295)
      1 VFG038395(gb|WP_011705721)
      2 VFG038396(gb|WP_005310704)
      1 VFG038466(gb|WP_005340354)
      2 VFG038698(gb|WP_010634617)
      2 VFG038757(gb|WP_011898552)
      1 VFG038764(gb|WP_017409846)
      2 VFG038766(gb|WP_005350678)
      1 VFG038818(gb|WP_005334174)
      2 VFG038918(gb|WP_164927583)
      2 VFG039397(gb|WP_012570715)
      3 VFG040442(gb|WP_011190825)
      1 VFG040878(gb|NP_249377)
      2 VFG040920(gb|WP_004533498)
      6 VFG041020(gb|NP_250353)
      4 VFG041031(gb|NP_251049)
     29 VFG041043(gb|NP_251061)
      1 VFG041118(gb|WP_045606108)
      1 VFG041152(gb|WP_006484392)
      1 VFG041185(gb|WP_034168298)
     13 VFG041222(gb|WP_012907484)
      1 VFG041472(gb|WP_004155873)
      2 VFG041746(gb|WP_004528905)
      4 VFG042830(gb|WP_003451114)
      4 VFG042837(gb|WP_011010857)
      4 VFG042841(gb|WP_011010861)
      3 VFG042842(gb|WP_011010862)
      3 VFG042981(gb|WP_000828081)
      1 VFG043001(gb|ABG47035)
      1 VFG043117(gb|WP_001253441)
      1 VFG043152(gb|WP_005462793)
      1 VFG043209(gb|WP_005168769)
      2 VFG043282(gb|WP_011860686)
      1 VFG043285(gb|WP_011860690)
      2 VFG043292(gb|WP_003425244)
     12 VFG043297(gb|WP_011860700)
      2 VFG043310(gb|WP_011860707)
      1 VFG043319(gb|WP_010946589)
      1 VFG043367(gb|WP_000971620)
      2 VFG043440(gb|WP_011010006)
      6 VFG043469(gb|YP_001201070)
      1 VFG043521(gb|AAO43108)
    114 VFG043550(gb|NP_214954)
      3 VFG043573(gb|NP_219906)
      1 VFG043591(gb|ABL73998)
      1 VFG043593(gb|WP_000078946)
      1 VFG043603(gb|WP_078064065)
      3 VFG044110(gb|WP_010929751)
     11 VFG044131(gb|WP_005874564)
      1 VFG044153(gb|WP_011063599)
      2 VFG044219(gb|WP_000590068)
      8 VFG044225(gb|WP_011533698)
      2 VFG044314(gb|WP_012492604)
     31 VFG044315(gb|WP_012492605)
