      3 VFG000077(gb|NP_465991)
     27 VFG000079(gb|NP_463763)
     10 VFG000080(gb|NP_464522)
      1 VFG000112(gb|NP_253216)
      2 VFG000332(gb|WP_005632797)
      1 VFG000431(gb|WP_000466893)
      4 VFG000477(gb|NP_461845)
      2 VFG000478(gb|NP_459678)
      1 VFG000925(gb|WP_000140634)
      6 VFG000926(gb|WP_001443194)
      3 VFG000927(gb|WP_000096764)
      1 VFG000929(gb|WP_001375021)
      8 VFG000930(gb|WP_000077767)
      2 VFG000932(gb|WP_000026784)
      2 VFG001248(gb|NP_249788)
      3 VFG001269(gb|WP_010929996)
      2 VFG001301(gb|WP_000459062)
      4 VFG001348(gb|WP_000659580)
      2 VFG001367(gb|WP_000664160)
      3 VFG001373(gb|WP_000758382)
      5 VFG001376(gb|WP_000695335)
      2 VFG001443(gb|AAF37887)
      8 VFG001444(gb|AAG10151)
      4 VFG001967(gb|YP_002344822)
      1 VFG001969(gb|YP_002344824)
      2 VFG002046(gb|WP_000135089)
      1 VFG002048(gb|WP_000249362)
      1 VFG002053(gb|WP_001250462)
      3 VFG002054(gb|WP_000633233)
      1 VFG002055(gb|WP_000097229)
      3 VFG002182(gb|WP_002376666)
      1 VFG002270(gb|WP_011180104)
      1 VFG002961(gb|WP_000459062)
      3 VFG002965(gb|WP_011302064)
      2 VFG005020(gb|WP_011274718)
      9 VFG005065
      1 VFG005198(gb|WP_011836787)
      2 VFG005323(gb|WP_011225268)
      1 VFG005324(gb|WP_082302295)
      1 VFG005347(gb|WP_002986042)
      3 VFG005352(gb|WP_002986042)
      3 VFG005353(gb|WP_000260656)
     23 VFG005359(gb|WP_002899102)
      4 VFG005360(gb|WP_002262489)
      3 VFG005393(gb|WP_002352262)
      1 VFG005582(gb|WP_002897814)
      1 VFG005898(gb|WP_002904719)
      1 VFG005940(gb|WP_011681171)
      2 VFG005952(gb|WP_011681172)
      1 VFG005964(gb|WP_011681173)
      2 VFG005976(gb|WP_011681174)
     29 VFG005986(gb|WP_196767671)
      2 VFG005988(gb|WP_011681175)
      4 VFG005992(gb|WP_000685095)
      1 VFG005997(gb|WP_002263084)
      3 VFG006004(gb|WP_001819836)
      1 VFG006010
      2 VFG006022(gb|WP_002947383)
      1 VFG006031(gb|WP_011226045)
      1 VFG006040(gb|WP_011226046)
      1 VFG006052(gb|WP_011226150)
      4 VFG006053(gb|WP_011226048)
      4 VFG006058(gb|WP_011226049)
      2 VFG006078(gb|WP_002948022)
      3 VFG006081(gb|WP_014621820)
      4 VFG006082(gb|WP_011226326)
      1 VFG006086(gb|WP_011226328)
      1 VFG006088(gb|WP_041828290)
      5 VFG006610(gb|WP_138091884)
      1 VFG007498(gb|WP_005481102)
      1 VFG007656(gb|WP_011078838)
     39 VFG007657(gb|WP_043877045)
