      4 VFG000077(gb|NP_465991)
     13 VFG000079(gb|NP_463763)
      3 VFG000331(gb|WP_005693548)
      2 VFG000332(gb|WP_005632797)
      1 VFG000431(gb|WP_000466893)
      2 VFG000477(gb|NP_461845)
      2 VFG000887(gb|WP_000597713)
      2 VFG000906(gb|WP_001142375)
      2 VFG000907(gb|WP_000376545)
      2 VFG000915(gb|WP_001234179)
      6 VFG000923(gb|WP_001034892)
      4 VFG000930(gb|WP_000077767)
      2 VFG000931(gb|WP_001336900)
      5 VFG001269(gb|WP_010929996)
      1 VFG001301(gb|WP_000459062)
     17 VFG001348(gb|WP_000659580)
      7 VFG001374(gb|WP_000077424)
      1 VFG001376(gb|WP_000695335)
      2 VFG001713(gb|WP_001298062)
      5 VFG001731(gb|WP_001223352)
      4 VFG001855(gb|WP_197535493)
      1 VFG001888(gb|WP_010947629)
      1 VFG001968(gb|YP_002344823)
      1 VFG001969(gb|YP_002344824)
      8 VFG002182(gb|WP_002376666)
      1 VFG002965(gb|WP_011302064)
      2 VFG002966(gb|WP_011274717)
      1 VFG005020(gb|WP_011274718)
      3 VFG005191(gb|WP_011681101)
      4 VFG005275(gb|WP_148180005)
      2 VFG005306(gb|WP_011837259)
     11 VFG005324(gb|WP_082302295)
      1 VFG005352(gb|WP_002986042)
      8 VFG005359(gb|WP_002899102)
      4 VFG005360(gb|WP_002262489)
      1 VFG005378(gb|WP_011836996)
      5 VFG005382(gb|WP_011681303)
      1 VFG005383(gb|WP_011836786)
      2 VFG005384(gb|WP_011836784)
      5 VFG005386
      8 VFG005388
      2 VFG005392(gb|WP_011836622)
      1 VFG005393(gb|WP_002352262)
      2 VFG005553(gb|WP_002263425)
      1 VFG005556(gb|WP_011680653)
      1 VFG005579(gb|WP_000022815)
      4 VFG005580(gb|WP_000022813)
      2 VFG005582(gb|WP_002897814)
     34 VFG005862(gb|WP_009659423)
      1 VFG005898(gb|WP_002904719)
      1 VFG005914(gb|WP_011227239)
      1 VFG005920(gb|WP_000750328)
      1 VFG005926(gb|WP_011227240)
      2 VFG005950(gb|WP_148148887)
      2 VFG005952(gb|WP_011681172)
      1 VFG005976(gb|WP_011681174)
      2 VFG005988(gb|WP_011681175)
      1 VFG005992(gb|WP_000685095)
      1 VFG005994(gb|WP_011837189)
      4 VFG006004(gb|WP_001819836)
      1 VFG006006(gb|WP_002917001)
     12 VFG006011(gb|WP_011681177)
      2 VFG006022(gb|WP_002947383)
      2 VFG006030(gb|WP_041827043)
      9 VFG006031(gb|WP_011226045)
      2 VFG006041(gb|WP_011681286)
      2 VFG006046(gb|WP_011226149)
      2 VFG006047(gb|WP_011226047)
      2 VFG006055(gb|WP_002902064)
      2 VFG006058(gb|WP_011226049)
      1 VFG006065(gb|WP_011227428)
      2 VFG006067(gb|WP_011681438)
     17 VFG006074(gb|WP_011226325)
      2 VFG006077(gb|WP_011227431)
      7 VFG006078(gb|WP_002948022)
      2 VFG006079(gb|WP_011681442)
      8 VFG006081(gb|WP_014621820)
      6 VFG006082(gb|WP_011226326)
      2 VFG006083(gb|WP_011681443)
      9 VFG006084(gb|WP_002948020)
      1 VFG006085(gb|WP_011681444)
      3 VFG006086(gb|WP_011226328)
      5 VFG006088(gb|WP_041828290)
      5 VFG006089(gb|WP_011681446)
      2 VFG006090(gb|WP_011226330)
      4 VFG006091(gb|WP_011226331)
      1 VFG006310(gb|WP_002236581)
      1 VFG006313(gb|WP_002236582)
     10 VFG006496(gb|WP_011115254)
      1 VFG006674(gb|WP_011577083)
      1 VFG006719(gb|WP_003762516)
      1 VFG007257(gb|WP_005482130)
     10 VFG007373(gb|WP_011078343)
      1 VFG007433(gb|WP_011079841)
      1 VFG007456(gb|WP_005457757)
     19 VFG007457(gb|WP_026130674)
      1 VFG007458(gb|WP_043877279)
      6 VFG007489(gb|WP_011262361)
      1 VFG007496(gb|WP_001190986)
     18 VFG007499(gb|WP_011079830)
     14 VFG007552(gb|WP_005479477)
      1 VFG007656(gb|WP_011078838)
      1 VFG007657(gb|WP_043877045)
      1 VFG007658(gb|WP_011149273)
      1 VFG007660(gb|WP_011149274)
      3 VFG007793(gb|WP_014000413)
      3 VFG008277(gb|WP_011777397)
      1 VFG009135(gb|YP_005360856)
      1 VFG009230(gb|WP_041307902)
      1 VFG009408(gb|WP_011780782)
      1 VFG009576(gb|WP_024637120)
      1 VFG009718(gb|WP_011728563)
      2 VFG009720(gb|WP_011779686)
      1 VFG009804(gb|WP_011730856)
      2 VFG011124
     34 VFG012095(gb|WP_003435012)
      9 VFG012096(gb|WP_011722916)
      2 VFG012097(gb|WP_003462314)
      2 VFG012099(gb|WP_011100542)
      1 VFG012101(gb|WP_010965990)
      6 VFG012102(gb|WP_011967678)
