      6 VFG000077(gb|NP_465991)
     20 VFG000079(gb|NP_463763)
      9 VFG000080(gb|NP_464522)
      6 VFG001269(gb|WP_010929996)
     84 VFG001348(gb|WP_000659580)
      2 VFG001360(gb|WP_001042179)
      6 VFG001374(gb|WP_000077424)
      1 VFG001376(gb|WP_000695335)
      2 VFG001921(gb|YP_002344720)
      2 VFG001922(gb|YP_002344721)
      1 VFG001945(gb|YP_002344537)
      2 VFG001968(gb|YP_002344823)
      8 VFG001969(gb|YP_002344824)
      9 VFG002027(gb|YP_002344541)
      9 VFG002182(gb|WP_002376666)
      2 VFG002965(gb|WP_011302064)
      1 VFG005042(gb|WP_011274720)
      1 VFG005065
      1 VFG005186(gb|YP_001198858)
      7 VFG005353(gb|WP_000260656)
     18 VFG005359(gb|WP_002899102)
     21 VFG005360(gb|WP_002262489)
      2 VFG005389(gb|WP_011836739)
      2 VFG005392(gb|WP_011836622)
      1 VFG005521(gb|WP_002981947)
      1 VFG005547(gb|WP_000107749)
      3 VFG005862(gb|WP_009659423)
      4 VFG005949(gb|WP_002261979)
      3 VFG005952(gb|WP_011681172)
      2 VFG005992(gb|WP_000685095)
      3 VFG005997(gb|WP_002263084)
      3 VFG006004(gb|WP_001819836)
      8 VFG006015(gb|WP_000676152)
      2 VFG006065(gb|WP_011227428)
      1 VFG006476(gb|WP_011115250)
     11 VFG006496(gb|WP_011115254)
     14 VFG006520(gb|WP_011116204)
      3 VFG006526(gb|WP_011116635)
      7 VFG006541(gb|WP_011114985)
      3 VFG006546(gb|WP_011116534)
      5 VFG006551(gb|WP_193328816)
      2 VFG006560(gb|WP_011115453)
     10 VFG006565(gb|WP_011115452)
      3 VFG006570(gb|WP_011115451)
      5 VFG006575(gb|WP_011115930)
      4 VFG006580(gb|WP_011115309)
      2 VFG006584(gb|WP_011578007)
      6 VFG006585(gb|WP_011115983)
      2 VFG006590(gb|WP_011115986)
      3 VFG006595(gb|WP_011115987)
      2 VFG006605(gb|WP_011116417)
      4 VFG006615(gb|WP_011115632)
      1 VFG006620(gb|WP_011115633)
      2 VFG006625(gb|WP_011115858)
     18 VFG006635(gb|WP_011115343)
      5 VFG006640(gb|WP_011115344)
      6 VFG006645(gb|WP_011116543)
      1 VFG006650(gb|WP_011115027)
      1 VFG006652(gb|WP_001000225)
      5 VFG006655(gb|WP_011115026)
     12 VFG006660(gb|WP_011115716)
      1 VFG006674(gb|WP_011577083)
