     27 VFG000079(gb|NP_463763)
      3 VFG000080(gb|NP_464522)
      8 VFG000182(gb|NP_251793)
      1 VFG000431(gb|WP_000466893)
      1 VFG000477(gb|NP_461845)
     12 VFG000805(gb|WP_001301454)
      2 VFG000927(gb|WP_000096764)
      1 VFG001248(gb|NP_249788)
      9 VFG001269(gb|WP_010929996)
      5 VFG001348(gb|WP_000659580)
      3 VFG001374(gb|WP_000077424)
      1 VFG001443(gb|AAF37887)
      9 VFG001855(gb|WP_197535493)
     36 VFG001967(gb|YP_002344822)
     10 VFG002182(gb|WP_002376666)
      4 VFG002965(gb|WP_011302064)
      8 VFG005042(gb|WP_011274720)
      1 VFG005173(gb|WP_011285229)
      1 VFG005186(gb|YP_001198858)
      2 VFG005191(gb|WP_011681101)
      2 VFG005253(gb|WP_011285200)
      2 VFG005314(gb|WP_000458116)
      5 VFG005323(gb|WP_011225268)
      2 VFG005347(gb|WP_002986042)
      7 VFG005352(gb|WP_002986042)
      7 VFG005353(gb|WP_000260656)
      5 VFG005359(gb|WP_002899102)
     18 VFG005360(gb|WP_002262489)
      1 VFG005386
      1 VFG005388
      4 VFG005389(gb|WP_011836739)
      1 VFG005392(gb|WP_011836622)
      2 VFG005393(gb|WP_002352262)
      1 VFG005552(gb|WP_011837486)
      2 VFG005553(gb|WP_002263425)
      1 VFG005579(gb|WP_000022815)
      4 VFG005582(gb|WP_002897814)
      1 VFG005862(gb|WP_009659423)
      2 VFG005898(gb|WP_002904719)
      1 VFG005920(gb|WP_000750328)
      4 VFG005940(gb|WP_011681171)
      1 VFG005952(gb|WP_011681172)
      1 VFG005964(gb|WP_011681173)
      2 VFG005976(gb|WP_011681174)
      2 VFG005985(gb|WP_002263085)
      1 VFG005988(gb|WP_011681175)
      6 VFG005992(gb|WP_000685095)
      1 VFG006004(gb|WP_001819836)
      3 VFG006009(gb|WP_011227247)
      1 VFG006010
      2 VFG006011(gb|WP_011681177)
      4 VFG006015(gb|WP_000676152)
      6 VFG006031(gb|WP_011226045)
      4 VFG006053(gb|WP_011226048)
      3 VFG006054(gb|WP_041827753)
      2 VFG006057(gb|WP_011227426)
      6 VFG006058(gb|WP_011226049)
     10 VFG006065(gb|WP_011227428)
      2 VFG006069(gb|WP_011227429)
      8 VFG006074(gb|WP_011226325)
      1 VFG006078(gb|WP_002948022)
      3 VFG006079(gb|WP_011681442)
      2 VFG006081(gb|WP_014621820)
      7 VFG006082(gb|WP_011226326)
      3 VFG006084(gb|WP_002948020)
      5 VFG006086(gb|WP_011226328)
      2 VFG006088(gb|WP_041828290)
      4 VFG006089(gb|WP_011681446)
      2 VFG006091(gb|WP_011226331)
      1 VFG006476(gb|WP_011115250)
      8 VFG006496(gb|WP_011115254)
      3 VFG006720(gb|WP_011702434)
      1 VFG007328(gb|WP_001182097)
      8 VFG007373(gb|WP_011078343)
      1 VFG007434(gb|WP_011079841)
      2 VFG007456(gb|WP_005457757)
     16 VFG007457(gb|WP_026130674)
      3 VFG007489(gb|WP_011262361)
     13 VFG007499(gb|WP_011079830)
      7 VFG007552(gb|WP_005479477)
      1 VFG007558(gb|WP_005479526)
      1 VFG007655(gb|WP_011261053)
      1 VFG007656(gb|WP_011078838)
      2 VFG007657(gb|WP_043877045)
      2 VFG007658(gb|WP_011149273)
      1 VFG007660(gb|WP_011149274)
      2 VFG007813(gb|WP_015309406)
      4 VFG007911(gb|WP_010908851)
      1 VFG008277(gb|WP_011777397)
      3 VFG009119(gb|WP_015307141)
      9 VFG009161(gb|WP_005067995)
      5 VFG009230(gb|WP_041307902)
      5 VFG009244(gb|WP_011893656)
      2 VFG009331(gb|WP_003897243)
      1 VFG009361
      1 VFG009364(gb|WP_083045543)
      2 VFG009373(gb|WP_011725707)
      1 VFG009408(gb|WP_011780782)
      1 VFG009576(gb|WP_024637120)
      1 VFG009578(gb|WP_011731355)
      3 VFG009715(gb|WP_023861150)
      9 VFG009718(gb|WP_011728563)
      3 VFG009720(gb|WP_011779686)
      1 VFG009805(gb|WP_011892478)
      5 VFG009928(gb|WP_003894345)
      2 VFG009930(gb|WP_011779804)
      1 VFG010405(gb|WP_003875939)
      1 VFG010928(gb|WP_041936401)
      1 VFG011693(gb|WP_002867270)
      2 VFG011933(gb|WP_011731940)
      9 VFG012095(gb|WP_003435012)
     25 VFG012096(gb|WP_011722916)
      2 VFG012097(gb|WP_003462314)
     23 VFG012099(gb|WP_011100542)
     27 VFG012101(gb|WP_010965990)
     16 VFG012102(gb|WP_011967678)
    132 VFG012103(gb|WP_003514589)
      2 VFG012104(gb|WP_011861612)
      2 VFG012912(gb|WP_000094969)
      1 VFG013108(gb|WP_005686722)
      1 VFG013154(gb|WP_012340419)
      2 VFG013178(gb|WP_012341378)
      4 VFG013186(gb|WP_012340561)
      2 VFG013200(gb|WP_012341396)
