      1 VFG000077(gb|NP_465991)
     14 VFG000079(gb|NP_463763)
      2 VFG000080(gb|NP_464522)
      1 VFG000180(gb|NP_251791)
      6 VFG000321(gb|WP_000659810)
      4 VFG000687(gb|AAP42180)
      4 VFG001269(gb|WP_010929996)
      9 VFG001317(gb|WP_001041586)
     26 VFG001348(gb|WP_000659580)
      3 VFG001373(gb|WP_000758382)
      1 VFG001887(gb|WP_010947186)
      2 VFG001967(gb|YP_002344822)
     11 VFG001969(gb|YP_002344824)
     11 VFG002182(gb|WP_002376666)
     11 VFG005065
      2 VFG005253(gb|WP_011285200)
      2 VFG005309(gb|WP_011837256)
      4 VFG005324(gb|WP_082302295)
      2 VFG005347(gb|WP_002986042)
      1 VFG005353(gb|WP_000260656)
      6 VFG005359(gb|WP_002899102)
      5 VFG005360(gb|WP_002262489)
      2 VFG005385(gb|WP_011836785)
      9 VFG005389(gb|WP_011836739)
      2 VFG005392(gb|WP_011836622)
      3 VFG005488(gb|WP_011836924)
      1 VFG005547(gb|WP_000107749)
      2 VFG005580(gb|WP_000022813)
      2 VFG005582(gb|WP_002897814)
      2 VFG005838(gb|WP_011836759)
      2 VFG005886(gb|WP_009443641)
      4 VFG005898(gb|WP_002904719)
      1 VFG005937(gb|WP_002261978)
     15 VFG005952(gb|WP_011681172)
      2 VFG005976(gb|WP_011681174)
     23 VFG005992(gb|WP_000685095)
      5 VFG005997(gb|WP_002263084)
      2 VFG006004(gb|WP_001819836)
      2 VFG006022(gb|WP_002947383)
      2 VFG006047(gb|WP_011226047)
      2 VFG006057(gb|WP_011227426)
      4 VFG006065(gb|WP_011227428)
      1 VFG006078(gb|WP_002948022)
      2 VFG006079(gb|WP_011681442)
      1 VFG006082(gb|WP_011226326)
      1 VFG006472(gb|WP_000724295)
      2 VFG006496(gb|WP_011115254)
      3 VFG006720(gb|WP_011702434)
      2 VFG006884(gb|WP_000591846)
      1 VFG007263(gb|WP_000086048)
      3 VFG007373(gb|WP_011078343)
      6 VFG007457(gb|WP_026130674)
      5 VFG007458(gb|WP_043877279)
      1 VFG007484(gb|WP_000079330)
      2 VFG007489(gb|WP_011262361)
      3 VFG007552(gb|WP_005479477)
      2 VFG007640(gb|WP_043877039)
      3 VFG007657(gb|WP_043877045)
      1 VFG007658(gb|WP_011149273)
      1 VFG008277(gb|WP_011777397)
      1 VFG009228(gb|WP_011729234)
      3 VFG009244(gb|WP_011893656)
      1 VFG009575(gb|WP_003873186)
      2 VFG009576(gb|WP_024637120)
      2 VFG009587(gb|WP_011731354)
      1 VFG009676(gb|WP_003876555)
      1 VFG009714(gb|WP_010949738)
      2 VFG009718(gb|WP_011728563)
      1 VFG009720(gb|WP_011779686)
      1 VFG009804(gb|WP_011730856)
      1 VFG009849(gb|WP_011892634)
      1 VFG010485(gb|WP_197535493)
      5 VFG011124
      3 VFG011721(gb|WP_002860361)
      5 VFG011813(gb|WP_002850283)
      2 VFG012095(gb|WP_003435012)
     11 VFG012096(gb|WP_011722916)
      1 VFG012098(gb|WP_003454479)
     13 VFG012101(gb|WP_010965990)
     12 VFG012102(gb|WP_011967678)
     50 VFG012103(gb|WP_003514589)
      1 VFG013101(gb|WP_011271972)
      1 VFG013178(gb|WP_012341378)
