      5 VFG000077(gb|NP_465991)
     21 VFG000079(gb|NP_463763)
      6 VFG000080(gb|NP_464522)
      2 VFG000182(gb|NP_251793)
     10 VFG001269(gb|WP_010929996)
      8 VFG001362(gb|WP_000088129)
     10 VFG001373(gb|WP_000758382)
      1 VFG001374(gb|WP_000077424)
      5 VFG001375(gb|WP_000594468)
      2 VFG001444(gb|AAG10151)
      2 VFG001855(gb|WP_197535493)
      1 VFG001888(gb|WP_010947629)
      2 VFG001967(gb|YP_002344822)
      1 VFG001969(gb|YP_002344824)
      1 VFG002182(gb|WP_002376666)
      1 VFG002280(gb|WP_011010361)
      4 VFG005191(gb|WP_011681101)
      2 VFG005324(gb|WP_082302295)
      2 VFG005353(gb|WP_000260656)
      2 VFG005359(gb|WP_002899102)
      2 VFG005381
      3 VFG005386
      2 VFG005486(gb|WP_000417180)
      1 VFG005490(gb|WP_000472995)
      1 VFG005556(gb|WP_011680653)
      2 VFG005582(gb|WP_002897814)
      2 VFG005844(gb|WP_011681165)
     11 VFG005920(gb|WP_000750328)
      2 VFG005940(gb|WP_011681171)
      2 VFG005952(gb|WP_011681172)
      2 VFG005964(gb|WP_011681173)
      2 VFG005976(gb|WP_011681174)
      1 VFG005986(gb|WP_196767671)
     19 VFG005992(gb|WP_000685095)
      2 VFG005997(gb|WP_002263084)
      3 VFG006004(gb|WP_001819836)
      3 VFG006022(gb|WP_002947383)
      4 VFG006031(gb|WP_011226045)
      2 VFG006040(gb|WP_011226046)
      2 VFG006048(gb|WP_011681434)
      3 VFG006057(gb|WP_011227426)
      2 VFG006058(gb|WP_011226049)
      2 VFG006059(gb|WP_011681436)
      1 VFG006062(gb|WP_002947383)
      1 VFG006063(gb|WP_011681437)
      2 VFG006070(gb|WP_011226150)
      1 VFG006072(gb|WP_002902060)
      2 VFG006077(gb|WP_011227431)
      2 VFG006078(gb|WP_002948022)
      3 VFG006079(gb|WP_011681442)
      3 VFG006081(gb|WP_014621820)
      2 VFG006083(gb|WP_011681443)
      1 VFG006084(gb|WP_002948020)
      2 VFG006085(gb|WP_011681444)
      5 VFG006086(gb|WP_011226328)
      4 VFG006087(gb|WP_011681445)
      1 VFG006088(gb|WP_041828290)
      1 VFG006476(gb|WP_011115250)
      5 VFG006610(gb|WP_138091884)
      2 VFG006715(gb|WP_010991027)
      1 VFG006720(gb|WP_011702434)
      1 VFG007656(gb|WP_011078838)
      2 VFG007658(gb|WP_011149273)
      2 VFG007659(gb|WP_011261022)
      2 VFG007661(gb|WP_011261023)
      1 VFG007813(gb|WP_015309406)
      1 VFG007865(gb|WP_011780331)
      1 VFG007874(gb|WP_011780330)
      1 VFG009119(gb|WP_015307141)
      2 VFG009161(gb|WP_005067995)
      1 VFG009228(gb|WP_011729234)
      1 VFG009244(gb|WP_011893656)
      1 VFG009359(gb|WP_010907993)
      6 VFG009718(gb|WP_011728563)
      1 VFG009820(gb|WP_036377494)
      1 VFG009859(gb|WP_003872811)
      1 VFG011813(gb|WP_002850283)
      5 VFG012095(gb|WP_003435012)
     19 VFG012096(gb|WP_011722916)
      1 VFG012099(gb|WP_011100542)
     11 VFG012101(gb|WP_010965990)
      2 VFG012102(gb|WP_011967678)
     21 VFG012103(gb|WP_003514589)
      1 VFG012113(gb|WP_003520265)
      2 VFG013260(gb|WP_010868968)
      2 VFG013464(gb|WP_011609611)
     12 VFG013580(gb|WP_012054533)
      2 VFG013619(gb|WP_032828367)
      2 VFG013733(gb|WP_003854229)
      2 VFG013734(gb|WP_011013698)
      1 VFG013774(gb|WP_033998207)
      1 VFG013775(gb|WP_003141354)
      1 VFG013908(gb|WP_011914970)
      1 VFG014129(gb|WP_003150889)
      2 VFG014135(gb|WP_025297832)
      1 VFG014224(gb|WP_003247067)
      2 VFG014357(gb|WP_003152329)
      5 VFG014360(gb|WP_003316803)
      3 VFG014368(gb|WP_014597048)
      2 VFG014394(gb|WP_041755564)
      1 VFG014440(gb|WP_010955089)
      1 VFG014543(gb|WP_004664470)
     25 VFG014847(gb|WP_011266795)
      1 VFG014852(gb|WP_011059369)
      1 VFG014889(gb|WP_011059366)
      1 VFG014952(gb|WP_003140933)
      1 VFG014984(gb|NP_253136)
      1 VFG014987(gb|WP_003377590)
      1 VFG014995(gb|WP_011921011)
      1 VFG014996(gb|WP_011912236)
      8 VFG015071(gb|WP_011268595)
     11 VFG015076(gb|WP_011062714)
      6 VFG015369(gb|WP_011064243)
      2 VFG015384(gb|WP_003246989)
      1 VFG015493(gb|WP_011269330)
      1 VFG015497(gb|WP_011064261)
      2 VFG015498(gb|WP_012018669)
      9 VFG015676(gb|WP_012273513)
      2 VFG015677(gb|WP_012315528)
      1 VFG015680(gb|WP_012273511)
      5 VFG015711(gb|WP_012315508)
      1 VFG015782(gb|WP_012270935)
      2 VFG015783(gb|WP_012313127)
      4 VFG015806(gb|WP_012314365)
      1 VFG016023(gb|WP_011103875)
     32 VFG016025(gb|WP_005753277)
      1 VFG016042(gb|WP_161440564)
      3 VFG016119(gb|WP_011061772)
      4 VFG016184(gb|WP_005762826)
      1 VFG016380(gb|WP_000609547)
      1 VFG016387(gb|WP_000996578)
      3 VFG016401(gb|WP_000122128)
      1 VFG016470(gb|WP_011290436)
     11 VFG016483(gb|WP_010875022)
      6 VFG016484(gb|WP_009885583)
     94 VFG016485(gb|WP_011113468)
     17 VFG016489(gb|WP_011264744)
      8 VFG016490(gb|NP_975163)
     15 VFG016491(gb|WP_011076858)
     53 VFG016493(gb|WP_011283803)
     90 VFG016494(gb|WP_004024476)
      9 VFG016495(gb|WP_011166362)
      1 VFG016767(gb|WP_005767758)
      1 VFG016866(gb|WP_011006421)
      1 VFG017587(gb|WP_020785500)
      1 VFG017803(gb|WP_041176580)
      1 VFG017986(gb|WP_012006773)
      2 VFG018001(gb|WP_002866148)
