     36 VFG000079(gb|NP_463763)
      3 VFG000080(gb|NP_464522)
      3 VFG001248(gb|NP_249788)
      7 VFG001269(gb|WP_010929996)
      3 VFG001373(gb|WP_000758382)
      3 VFG001374(gb|WP_000077424)
      5 VFG001376(gb|WP_000695335)
      1 VFG001855(gb|WP_197535493)
      2 VFG001887(gb|WP_010947186)
      9 VFG001967(gb|YP_002344822)
      2 VFG002063(gb|NP_248767)
      1 VFG002377(gb|WP_005167721)
      1 VFG002966(gb|WP_011274717)
      2 VFG005020(gb|WP_011274718)
      6 VFG005065
      1 VFG005086(gb|WP_011274724)
      1 VFG005314(gb|WP_000458116)
      6 VFG005324(gb|WP_082302295)
      2 VFG005353(gb|WP_000260656)
      7 VFG005359(gb|WP_002899102)
      4 VFG005360(gb|WP_002262489)
      2 VFG005382(gb|WP_011681303)
      2 VFG005384(gb|WP_011836784)
      5 VFG005388
      2 VFG005389(gb|WP_011836739)
      2 VFG005391(gb|WP_002352269)
      2 VFG005392(gb|WP_011836622)
      1 VFG005488(gb|WP_011836924)
      1 VFG005490(gb|WP_000472995)
      1 VFG005556(gb|WP_011680653)
      4 VFG005582(gb|WP_002897814)
     16 VFG005898(gb|WP_002904719)
      2 VFG005901(gb|WP_002261975)
      1 VFG005924(gb|YP_001200130)
      2 VFG005958(gb|WP_011837186)
      3 VFG005976(gb|WP_011681174)
      1 VFG005985(gb|WP_002263085)
      1 VFG005988(gb|WP_011681175)
     17 VFG005992(gb|WP_000685095)
      4 VFG005997(gb|WP_002263084)
      2 VFG006004(gb|WP_001819836)
      1 VFG006010
      3 VFG006015(gb|WP_000676152)
      4 VFG006020(gb|WP_011227248)
      8 VFG006022(gb|WP_002947383)
      3 VFG006031(gb|WP_011226045)
      2 VFG006047(gb|WP_011226047)
      2 VFG006048(gb|WP_011681434)
      2 VFG006062(gb|WP_002947383)
      4 VFG006072(gb|WP_002902060)
      6 VFG006074(gb|WP_011226325)
      2 VFG006076(gb|WP_011837623)
     14 VFG006078(gb|WP_002948022)
      2 VFG006079(gb|WP_011681442)
      4 VFG006081(gb|WP_014621820)
      9 VFG006082(gb|WP_011226326)
      5 VFG006084(gb|WP_002948020)
      6 VFG006086(gb|WP_011226328)
      2 VFG006087(gb|WP_011681445)
     18 VFG006088(gb|WP_041828290)
      3 VFG006089(gb|WP_011681446)
      6 VFG006091(gb|WP_011226331)
      1 VFG006334(gb|WP_002236579)
      8 VFG006496(gb|WP_011115254)
      1 VFG006610(gb|WP_138091884)
      2 VFG006632(gb|WP_000366185)
      4 VFG006720(gb|WP_011702434)
      2 VFG007373(gb|WP_011078343)
      1 VFG007394(gb|WP_000840982)
      4 VFG007456(gb|WP_005457757)
     12 VFG007457(gb|WP_026130674)
      5 VFG007458(gb|WP_043877279)
      8 VFG007489(gb|WP_011262361)
      1 VFG007498(gb|WP_005481102)
     13 VFG007499(gb|WP_011079830)
      1 VFG007552(gb|WP_005479477)
      5 VFG007639(gb|WP_043920918)
      3 VFG007656(gb|WP_011078838)
      7 VFG007657(gb|WP_043877045)
      1 VFG007659(gb|WP_011261022)
      2 VFG007660(gb|WP_011149274)
      2 VFG007865(gb|WP_011780331)
      1 VFG009119(gb|WP_015307141)
     11 VFG009303(gb|WP_011782503)
      6 VFG009718(gb|WP_011728563)
      1 VFG009720(gb|WP_011779686)
      1 VFG009804(gb|WP_011730856)
      1 VFG009849(gb|WP_011892634)
      2 VFG009928(gb|WP_003894345)
      1 VFG009930(gb|WP_011779804)
     13 VFG011028(gb|WP_010928433)
     19 VFG012095(gb|WP_003435012)
     20 VFG012096(gb|WP_011722916)
      7 VFG012099(gb|WP_011100542)
     12 VFG012101(gb|WP_010965990)
      1 VFG012102(gb|WP_011967678)
     68 VFG012103(gb|WP_003514589)
      2 VFG012113(gb|WP_003520265)
      1 VFG013155(gb|WP_012341780)
      1 VFG013156(gb|WP_012341779)
      1 VFG013178(gb|WP_012341378)
      2 VFG013186(gb|WP_012340561)
      2 VFG013260(gb|WP_010868968)
      2 VFG013287(gb|WP_005688951)
      1 VFG013291(gb|WP_011608942)
      1 VFG013372(gb|WP_010944658)
     37 VFG013434(gb|WP_010945082)
      4 VFG013464(gb|WP_011609611)
      1 VFG013672(gb|WP_010934130)
      2 VFG013733(gb|WP_003854229)
      1 VFG013781(gb|WP_011912243)
      1 VFG013985(gb|WP_012077306)
      3 VFG013992(gb|WP_011921055)
      5 VFG014129(gb|WP_003150889)
      6 VFG014135(gb|WP_025297832)
      1 VFG014224(gb|WP_003247067)
      4 VFG014357(gb|WP_003152329)
      2 VFG014360(gb|WP_003316803)
      1 VFG014361(gb|WP_011169094)
      6 VFG014368(gb|WP_014597048)
      1 VFG014390(gb|WP_011534911)
      1 VFG014455(gb|WP_011534906)
      2 VFG014456(gb|WP_011059977)
      1 VFG014586(gb|WP_011059990)
      3 VFG014844(gb|WP_012074763)
      2 VFG014847(gb|WP_011266795)
      3 VFG014851(gb|WP_011535591)
      2 VFG014854(gb|WP_011921099)
      1 VFG014889(gb|WP_011059366)
      1 VFG014917(gb|WP_003245473)
      1 VFG014952(gb|WP_003140933)
      7 VFG014961(gb|WP_003245464)
      1 VFG014984(gb|NP_253136)
      1 VFG014993(gb|WP_011059287)
      3 VFG014995(gb|WP_011921011)
      4 VFG015068(gb|WP_003156446)
      6 VFG015071(gb|WP_011268595)
     14 VFG015076(gb|WP_011062714)
     10 VFG015077(gb|WP_041475601)
      1 VFG015078(gb|WP_012018243)
      1 VFG015173(gb|WP_011167989)
      1 VFG015391(gb|WP_012018656)
      3 VFG015494(gb|WP_011167352)
      4 VFG015495(gb|WP_049586082)
      1 VFG015496(gb|WP_012052412)
      1 VFG015498(gb|WP_012018669)
     10 VFG015676(gb|WP_012273513)
      7 VFG015753(gb|WP_012312809)
      9 VFG015783(gb|WP_012313127)
      5 VFG015806(gb|WP_012314365)
      1 VFG015818(gb|WP_012273654)
      3 VFG016186(gb|WP_005762824)
      1 VFG016377(gb|WP_000286451)
      4 VFG016380(gb|WP_000609547)
      3 VFG016381(gb|WP_033685340)
      6 VFG016387(gb|WP_000996578)
      1 VFG016391(gb|WP_000276545)
      1 VFG016417(gb|WP_000757774)
      1 VFG016455(gb|WP_041593683)
     13 VFG016470(gb|WP_011290436)
      6 VFG016483(gb|WP_010875022)
     20 VFG016484(gb|WP_009885583)
     61 VFG016485(gb|WP_011113468)
      8 VFG016489(gb|WP_011264744)
      6 VFG016490(gb|NP_975163)
     68 VFG016491(gb|WP_011076858)
      8 VFG016492(gb|WP_010925206)
     22 VFG016493(gb|WP_011283803)
     61 VFG016494(gb|WP_004024476)
      7 VFG016495(gb|WP_011166362)
      1 VFG016532(gb|NP_975942)
      8 VFG016866(gb|WP_011006421)
      2 VFG018001(gb|WP_002866148)
      3 VFG018067(gb|WP_002866272)
     36 VFG018652(gb|WP_006154814)
      3 VFG018661(gb|WP_011999924)
     27 VFG018662(gb|WP_012130507)
      1 VFG018664(gb|WP_012000426)
      1 VFG018675(gb|WP_041789920)
      6 VFG019077(gb|WP_000260685)
      1 VFG019118(gb|WP_000861662)
      3 VFG019127(gb|WP_000723325)
      8 VFG019132(gb|WP_012343546)
      5 VFG019134(gb|WP_012422966)
      2 VFG019135(gb|WP_003357641)
      1 VFG019824(gb|WP_015885197)
      2 VFG019942(gb|WP_012724914)
      2 VFG020019(gb|WP_015886561)
      1 VFG021855(gb|WP_011726608)
      6 VFG022786(gb|WP_013828471)
     55 VFG022866(gb|WP_013829374)
      2 VFG022910(gb|WP_013830539)
      2 VFG023800(gb|WP_071822701)
      1 VFG023847(gb|WP_013471677)
      4 VFG023850(gb|WP_043955033)
      3 VFG024127(gb|WP_011894790)
      1 VFG024128(gb|WP_026071295)
      2 VFG024130(gb|WP_026071295)
      2 VFG024212(gb|WP_009954371)
