      1 VFG000077(gb|NP_465991)
     58 VFG000079(gb|NP_463763)
      9 VFG000080(gb|NP_464522)
      5 VFG000321(gb|WP_000659810)
      5 VFG000431(gb|WP_000466893)
     10 VFG001269(gb|WP_010929996)
      1 VFG001321(gb|WP_001220199)
      4 VFG001373(gb|WP_000758382)
     28 VFG001374(gb|WP_000077424)
      2 VFG001376(gb|WP_000695335)
     12 VFG001967(gb|YP_002344822)
      3 VFG002182(gb|WP_002376666)
      1 VFG002376(gb|WP_005167723)
      4 VFG002965(gb|WP_011302064)
      3 VFG002966(gb|WP_011274717)
      5 VFG005173(gb|WP_011285229)
      1 VFG005186(gb|YP_001198858)
      4 VFG005347(gb|WP_002986042)
      4 VFG005352(gb|WP_002986042)
      3 VFG005359(gb|WP_002899102)
      2 VFG005360(gb|WP_002262489)
      2 VFG005388
      2 VFG005393(gb|WP_002352262)
      1 VFG005490(gb|WP_000472995)
      2 VFG005556(gb|WP_011680653)
      2 VFG005866(gb|WP_011227236)
      1 VFG005898(gb|WP_002904719)
      1 VFG005924(gb|YP_001200130)
      1 VFG005932(gb|WP_000066762)
      1 VFG005937(gb|WP_002261978)
      1 VFG005952(gb|WP_011681172)
      6 VFG005986(gb|WP_196767671)
     55 VFG005992(gb|WP_000685095)
     14 VFG005997(gb|WP_002263084)
      8 VFG006004(gb|WP_001819836)
      1 VFG006010
      7 VFG006015(gb|WP_000676152)
      4 VFG006028(gb|YP_001197944)
      2 VFG006047(gb|WP_011226047)
      2 VFG006072(gb|WP_002902060)
      2 VFG006074(gb|WP_011226325)
      2 VFG006089(gb|WP_011681446)
      2 VFG006334(gb|WP_002236579)
      1 VFG006471(gb|WP_011115249)
      7 VFG006720(gb|WP_011702434)
      2 VFG007597(gb|WP_011262354)
      1 VFG007640(gb|WP_043877039)
      1 VFG007657(gb|WP_043877045)
      3 VFG007658(gb|WP_011149273)
      1 VFG007661(gb|WP_011261023)
      5 VFG007793(gb|WP_014000413)
      4 VFG007909(gb|WP_003876146)
      2 VFG008277(gb|WP_011777397)
      1 VFG009161(gb|WP_005067995)
     20 VFG009303(gb|WP_011782503)
      2 VFG009576(gb|WP_024637120)
     10 VFG009718(gb|WP_011728563)
      7 VFG009720(gb|WP_011779686)
      2 VFG009805(gb|WP_011892478)
      8 VFG009818(gb|WP_014878477)
      1 VFG009820(gb|WP_036377494)
      4 VFG009859(gb|WP_003872811)
      1 VFG009865(gb|WP_041307013)
      1 VFG011124
      7 VFG011721(gb|WP_002860361)
     12 VFG011933(gb|WP_011731940)
      1 VFG011937(gb|WP_002849696)
      5 VFG012095(gb|WP_003435012)
     31 VFG012096(gb|WP_011722916)
      3 VFG012098(gb|WP_003454479)
      7 VFG012099(gb|WP_011100542)
     12 VFG012101(gb|WP_010965990)
      4 VFG012102(gb|WP_011967678)
    124 VFG012103(gb|WP_003514589)
     21 VFG013104(gb|WP_010945036)
      2 VFG013155(gb|WP_012341780)
      2 VFG013260(gb|WP_010868968)
      3 VFG013288(gb|WP_011961728)
      6 VFG013369(gb|WP_011272256)
      1 VFG013464(gb|WP_011609611)
      2 VFG013475
      3 VFG013733(gb|WP_003854229)
      1 VFG013734(gb|WP_011013698)
      1 VFG013757(gb|WP_003857371)
      1 VFG013781(gb|WP_011912243)
      1 VFG013818(gb|WP_011335996)
      2 VFG013823(gb|WP_003092804)
      2 VFG013937(gb|WP_003141555)
      2 VFG014050(gb|WP_086009465)
      3 VFG014051(gb|WP_011063998)
      7 VFG014129(gb|WP_003150889)
     13 VFG014135(gb|WP_025297832)
      4 VFG014144(gb|WP_003138479)
      1 VFG014146(gb|WP_003138482)
      7 VFG014364(gb|WP_011534913)
      1 VFG014367(gb|WP_012019027)
      1 VFG014368(gb|WP_014597048)
      1 VFG014390(gb|WP_011534911)
      1 VFG014439(gb|WP_011169091)
      2 VFG014448(gb|WP_012076709)
      1 VFG014624(gb|WP_011534890)
      1 VFG014846(gb|WP_005764153)
     18 VFG014847(gb|WP_011266795)
      2 VFG014851(gb|WP_011535591)
      3 VFG014854(gb|WP_011921099)
      1 VFG014855
      2 VFG014955(gb|WP_011169354)
      5 VFG014961(gb|WP_003245464)
      4 VFG014962(gb|WP_011912408)
      1 VFG014984(gb|NP_253136)
      1 VFG014987(gb|WP_003377590)
      4 VFG014995(gb|WP_011921011)
      2 VFG015002(gb|WP_003138017)
     88 VFG015068(gb|WP_003156446)
      3 VFG015070(gb|WP_011103673)
      7 VFG015071(gb|WP_011268595)
     26 VFG015076(gb|WP_011062714)
     13 VFG015077(gb|WP_041475601)
      6 VFG015369(gb|WP_011064243)
      4 VFG015491(gb|WP_011979138)
      2 VFG015495(gb|WP_049586082)
      5 VFG015497(gb|WP_011064261)
      9 VFG015676(gb|WP_012273513)
      2 VFG015677(gb|WP_012315528)
      7 VFG015753(gb|WP_012312809)
      1 VFG015782(gb|WP_012270935)
      6 VFG015783(gb|WP_012313127)
      1 VFG015805(gb|WP_012272402)
      6 VFG015806(gb|WP_012314365)
      1 VFG015818(gb|WP_012273654)
      2 VFG016023(gb|WP_011103875)
      1 VFG016057(gb|WP_012019057)
      1 VFG016184(gb|WP_005762826)
      5 VFG016382(gb|WP_000757832)
      1 VFG016387(gb|WP_000996578)
      1 VFG016390(gb|WP_001109538)
      2 VFG016391(gb|WP_000276545)
      1 VFG016393(gb|WP_001208782)
      2 VFG016417(gb|WP_000757774)
      2 VFG016470(gb|WP_011290436)
