      4 VFG000077(gb|NP_465991)
     42 VFG000079(gb|NP_463763)
      1 VFG000080(gb|NP_464522)
      4 VFG000331(gb|WP_005693548)
      2 VFG000332(gb|WP_005632797)
      2 VFG000335(gb|WP_010869142)
      4 VFG000477(gb|NP_461845)
      4 VFG000685(gb|AAP42178)
      2 VFG000693(gb|AAP42186)
      2 VFG000696(gb|AAP42188)
      2 VFG000876(gb|WP_000120946)
      5 VFG000907(gb|WP_000376545)
      2 VFG000914(gb|WP_000767894)
      2 VFG000916(gb|WP_001017192)
      2 VFG000927(gb|WP_000096764)
      2 VFG000929(gb|WP_001375021)
      6 VFG001269(gb|WP_010929996)
      6 VFG001317(gb|WP_001041586)
     15 VFG001348(gb|WP_000659580)
      2 VFG001373(gb|WP_000758382)
      4 VFG001374(gb|WP_000077424)
      6 VFG001376(gb|WP_000695335)
      3 VFG001443(gb|AAF37887)
      2 VFG001444(gb|AAG10151)
      2 VFG001731(gb|WP_001223352)
      2 VFG001855(gb|WP_197535493)
      1 VFG001856(gb|WP_010946594)
      1 VFG001969(gb|YP_002344824)
      4 VFG002173(gb|WP_010785625)
      2 VFG002192(gb|WP_002386893)
      9 VFG002965(gb|WP_011302064)
      1 VFG002966(gb|WP_011274717)
      2 VFG004388(gb|WP_000248433)
      1 VFG005020(gb|WP_011274718)
     29 VFG005065
      1 VFG005186(gb|YP_001198858)
     21 VFG005191(gb|WP_011681101)
      2 VFG005242(gb|WP_011837269)
      5 VFG005323(gb|WP_011225268)
     32 VFG005324(gb|WP_082302295)
      2 VFG005347(gb|WP_002986042)
      1 VFG005352(gb|WP_002986042)
      5 VFG005353(gb|WP_000260656)
     23 VFG005359(gb|WP_002899102)
     19 VFG005360(gb|WP_002262489)
      2 VFG005362(gb|WP_011836421)
      2 VFG005382(gb|WP_011681303)
      6 VFG005385(gb|WP_011836785)
      6 VFG005386
      5 VFG005388
      6 VFG005389(gb|WP_011836739)
      4 VFG005393(gb|WP_002352262)
      2 VFG005486(gb|WP_000417180)
      4 VFG005552(gb|WP_011837486)
      7 VFG005556(gb|WP_011680653)
      2 VFG005576(gb|WP_000022832)
      4 VFG005579(gb|WP_000022815)
      7 VFG005580(gb|WP_000022813)
      6 VFG005582(gb|WP_002897814)
      4 VFG005862(gb|WP_009659423)
      3 VFG005874(gb|WP_002986125)
      9 VFG005898(gb|WP_002904719)
      1 VFG005910(gb|WP_011837182)
      2 VFG005920(gb|WP_000750328)
      1 VFG005937(gb|WP_002261978)
      5 VFG005940(gb|WP_011681171)
      2 VFG005952(gb|WP_011681172)
     19 VFG005964(gb|WP_011681173)
      1 VFG005973(gb|WP_002263087)
     11 VFG005976(gb|WP_011681174)
      1 VFG005985(gb|WP_002263085)
      1 VFG005986(gb|WP_196767671)
     14 VFG005988(gb|WP_011681175)
     22 VFG005992(gb|WP_000685095)
      1 VFG005994(gb|WP_011837189)
      2 VFG005997(gb|WP_002263084)
      3 VFG006000(gb|WP_011681176)
      6 VFG006004(gb|WP_001819836)
      1 VFG006006(gb|WP_002917001)
      4 VFG006009(gb|WP_011227247)
      5 VFG006010
     19 VFG006011(gb|WP_011681177)
      3 VFG006015(gb|WP_000676152)
      1 VFG006017(gb|WP_002916999)
      2 VFG006020(gb|WP_011227248)
     14 VFG006022(gb|WP_002947383)
      3 VFG006027(gb|WP_002916998)
     35 VFG006031(gb|WP_011226045)
      3 VFG006032(gb|WP_011226149)
     10 VFG006040(gb|WP_011226046)
      3 VFG006041(gb|WP_011681286)
      2 VFG006046(gb|WP_011226149)
      8 VFG006048(gb|WP_011681434)
      6 VFG006052(gb|WP_011226150)
     19 VFG006053(gb|WP_011226048)
      3 VFG006054(gb|WP_041827753)
      8 VFG006057(gb|WP_011227426)
     28 VFG006058(gb|WP_011226049)
      9 VFG006059(gb|WP_011681436)
      6 VFG006061(gb|WP_041827077)
      7 VFG006062(gb|WP_002947383)
      7 VFG006063(gb|WP_011681437)
      2 VFG006064(gb|WP_002902062)
      8 VFG006067(gb|WP_011681438)
      1 VFG006068(gb|WP_002902061)
      2 VFG006069(gb|WP_011227429)
      8 VFG006070(gb|WP_011226150)
      2 VFG006071(gb|WP_011681439)
      5 VFG006072(gb|WP_002902060)
      3 VFG006073(gb|WP_011227430)
     16 VFG006074(gb|WP_011226325)
     12 VFG006075(gb|WP_011681440)
      2 VFG006076(gb|WP_011837623)
      6 VFG006077(gb|WP_011227431)
      7 VFG006078(gb|WP_002948022)
     17 VFG006079(gb|WP_011681442)
     14 VFG006081(gb|WP_014621820)
     22 VFG006082(gb|WP_011226326)
      3 VFG006083(gb|WP_011681443)
     10 VFG006084(gb|WP_002948020)
      4 VFG006085(gb|WP_011681444)
     18 VFG006086(gb|WP_011226328)
      7 VFG006087(gb|WP_011681445)
     20 VFG006088(gb|WP_041828290)
     15 VFG006089(gb|WP_011681446)
      8 VFG006091(gb|WP_011226331)
      2 VFG006313(gb|WP_002236582)
      1 VFG006334(gb|WP_002236579)
     16 VFG006720(gb|WP_011702434)
      2 VFG006797(gb|WP_011702610)
      1 VFG007456(gb|WP_005457757)
      1 VFG007655(gb|WP_011261053)
     13 VFG007657(gb|WP_043877045)
      8 VFG007658(gb|WP_011149273)
      1 VFG007659(gb|WP_011261022)
      4 VFG007660(gb|WP_011149274)
     17 VFG007661(gb|WP_011261023)
      2 VFG007793(gb|WP_014000413)
      2 VFG007865(gb|WP_011780331)
      2 VFG007874(gb|WP_011780330)
      1 VFG007911(gb|WP_010908851)
      1 VFG009119(gb|WP_015307141)
      1 VFG009228(gb|WP_011729234)
      2 VFG009244(gb|WP_011893656)
      2 VFG009331(gb|WP_003897243)
      1 VFG009578(gb|WP_011731355)
      3 VFG009718(gb|WP_011728563)
      1 VFG009820(gb|WP_036377494)
      1 VFG009849(gb|WP_011892634)
      2 VFG009865(gb|WP_041307013)
      1 VFG011124
      2 VFG011808
      1 VFG011813(gb|WP_002850283)
      1 VFG011933(gb|WP_011731940)
      1 VFG011937(gb|WP_002849696)
      8 VFG012095(gb|WP_003435012)
     20 VFG012096(gb|WP_011722916)
      9 VFG012099(gb|WP_011100542)
     53 VFG012101(gb|WP_010965990)
      7 VFG012102(gb|WP_011967678)
     71 VFG012103(gb|WP_003514589)
      1 VFG012113(gb|WP_003520265)
      1 VFG012213(gb|WP_000758687)
      1 VFG012253(gb|WP_000597759)
      1 VFG012261(gb|WP_000006209)
      2 VFG012355(gb|WP_001350744)
      2 VFG012459(gb|WP_000820423)
      2 VFG012531(gb|WP_001286281)
      4 VFG012865
      2 VFG013094(gb|WP_005694367)
      1 VFG013098(gb|WP_010945035)
      1 VFG013101(gb|WP_011271972)
      1 VFG013103(gb|WP_012054947)
      1 VFG013118(gb|WP_005693728)
      2 VFG013130(gb|WP_010945652)
      1 VFG013178(gb|WP_012341378)
      1 VFG013186(gb|WP_012340561)
      2 VFG013187(gb|WP_012341760)
      1 VFG013239(gb|WP_012054788)
      2 VFG013248(gb|WP_010868928)
      2 VFG013252(gb|WP_010945439)
      1 VFG013254(gb|WP_005694093)
      1 VFG013257(gb|WP_005653851)
      1 VFG013260(gb|WP_010868968)
      2 VFG013282(gb|WP_011271959)
      1 VFG013311(gb|WP_012054649)
      1 VFG013319(gb|WP_010945097)
      1 VFG013325(gb|WP_010945685)
      5 VFG013329(gb|WP_005685920)
      1 VFG013330(gb|WP_012055210)
      8 VFG013368(gb|WP_005693225)
      1 VFG013369(gb|WP_011272256)
      2 VFG013388(gb|WP_010944787)
      2 VFG013391(gb|WP_011272366)
      1 VFG013400(gb|WP_005693429)
      1 VFG013401(gb|WP_011272387)
      6 VFG013402(gb|WP_011272387)
      5 VFG013409(gb|WP_012055407)
      4 VFG013421(gb|WP_005630454)
      6 VFG013464(gb|WP_011609611)
      1 VFG013481(gb|WP_041604195)
      4 VFG013485(gb|WP_074039892)
      2 VFG013511(gb|WP_005688044)
      2 VFG013530(gb|WP_010869249)
      1 VFG013534(gb|WP_010944436)
      5 VFG013535(gb|WP_011609092)
      3 VFG013538(gb|WP_010944721)
      1 VFG013581
      1 VFG013629(gb|WP_041603540)
      1 VFG013635(gb|WP_010945526)
      4 VFG013672(gb|WP_010934130)
      2 VFG013676(gb|WP_010934133)
      2 VFG013733(gb|WP_003854229)
      2 VFG013734(gb|WP_011013698)
      2 VFG013897(gb|WP_003084552)
      1 VFG013901(gb|WP_004654396)
      1 VFG013985(gb|WP_012077306)
      3 VFG014135(gb|WP_025297832)
      1 VFG014183(gb|WP_011062741)
      1 VFG014357(gb|WP_003152329)
      1 VFG014359(gb|WP_003382141)
      3 VFG014360(gb|WP_003316803)
      2 VFG014361(gb|WP_011169094)
      1 VFG014368(gb|WP_014597048)
      1 VFG014455(gb|WP_011534906)
      4 VFG014456(gb|WP_011059977)
      1 VFG014549(gb|WP_003243214)
      1 VFG014844(gb|WP_012074763)
      2 VFG014851(gb|WP_011535591)
      1 VFG014852(gb|WP_011059369)
      9 VFG014905(gb|WP_196240458)
      6 VFG014952(gb|WP_003140933)
      2 VFG014954(gb|WP_003363717)
      1 VFG014956(gb|WP_049587369)
      1 VFG014961(gb|WP_003245464)
      1 VFG014985(gb|WP_012077206)
      3 VFG014987(gb|WP_003377590)
      1 VFG014993(gb|WP_011059287)
      3 VFG015068(gb|WP_003156446)
      8 VFG015077(gb|WP_041475601)
      1 VFG015078(gb|WP_012018243)
      8 VFG015497(gb|WP_011064261)
      2 VFG015753(gb|WP_012312809)
      3 VFG015806(gb|WP_012314365)
      1 VFG015821(gb|WP_012315374)
      1 VFG016021(gb|WP_003148545)
      1 VFG016119(gb|WP_011061772)
      2 VFG016377(gb|WP_000286451)
      2 VFG016380(gb|WP_000609547)
     15 VFG016387(gb|WP_000996578)
      1 VFG016394(gb|WP_000608671)
      2 VFG016401(gb|WP_000122128)
      2 VFG016416(gb|WP_000060578)
      1 VFG016425(gb|WP_000780148)
      1 VFG016433(gb|WP_000757777)
      2 VFG016450(gb|WP_011076982)
      3 VFG016455(gb|WP_041593683)
     14 VFG016483(gb|WP_010875022)
     20 VFG016484(gb|WP_009885583)
    100 VFG016485(gb|WP_011113468)
      9 VFG016489(gb|WP_011264744)
     31 VFG016490(gb|NP_975163)
     41 VFG016491(gb|WP_011076858)
     22 VFG016492(gb|WP_010925206)
     17 VFG016493(gb|WP_011283803)
    104 VFG016494(gb|WP_004024476)
      3 VFG016495(gb|WP_011166362)
      1 VFG016554(gb|WP_011949860)
      1 VFG016784(gb|WP_005767817)
      3 VFG016861(gb|WP_010882971)
      8 VFG016866(gb|WP_011006421)
      1 VFG016966(gb|WP_011006008)
      1 VFG017587(gb|WP_020785500)
      7 VFG017803(gb|WP_041176580)
      1 VFG017987(gb|WP_012006774)
      4 VFG018001(gb|WP_002866148)
      2 VFG018649(gb|WP_012000310)
      3 VFG018651(gb|WP_012130562)
     49 VFG018652(gb|WP_006154814)
      1 VFG018653(gb|WP_011999747)
      3 VFG018655(gb|WP_012000309)
      1 VFG018656(gb|WP_012000554)
      1 VFG018661(gb|WP_011999924)
     95 VFG018662(gb|WP_012130507)
      2 VFG018663(gb|WP_012130837)
      2 VFG018664(gb|WP_012000426)
      1 VFG018666(gb|WP_012000428)
      1 VFG018668(gb|WP_012000438)
      1 VFG018669(gb|WP_012000439)
      1 VFG018670(gb|WP_012000440)
      2 VFG018671(gb|WP_012000441)
      2 VFG018675(gb|WP_041789920)
      2 VFG018677(gb|WP_012130999)
     16 VFG019077(gb|WP_000260685)
      2 VFG019091(gb|WP_000116474)
      3 VFG019118(gb|WP_000861662)
      9 VFG019134(gb|WP_012422966)
      2 VFG019582(gb|WP_001262896)
      1 VFG019781(gb|WP_012613866)
      1 VFG019900(gb|WP_012722328)
      2 VFG020152
      1 VFG022859(gb|WP_012393794)
      7 VFG022866(gb|WP_013829374)
      1 VFG022971(gb|WP_041319925)
      2 VFG023800(gb|WP_071822701)
      1 VFG023850(gb|WP_043955033)
      1 VFG023940(gb|WP_013470807)
      1 VFG024127(gb|WP_011894790)
      1 VFG024130(gb|WP_026071295)
      2 VFG024212(gb|WP_009954371)
      2 VFG024680(gb|WP_085978051)
      7 VFG025294(gb|WP_009896189)
      1 VFG025654(gb|WP_009893444)
      2 VFG026961(gb|WP_074360147)
      3 VFG026964(gb|WP_015290883)
      1 VFG026985(gb|WP_051073897)
      2 VFG027210(gb|WP_020726450)
      1 VFG029485(gb|WP_010908937)
      1 VFG029516(gb|WP_015292076)
      3 VFG030400(gb|WP_081465621)
      2 VFG030673(gb|WP_010908121)
      1 VFG030676(gb|WP_011724098)
      6 VFG030679(gb|WP_011730288)
      1 VFG030684(gb|WP_011781637)
      2 VFG030692(gb|WP_013828150)
      9 VFG030694(gb|WP_013471930)
      3 VFG030724(gb|WP_015308640)
      1 VFG031039(gb|WP_011726364)
      4 VFG031043(gb|WP_085976227)
      2 VFG031056(gb|WP_193374435)
      1 VFG031721(gb|WP_198345043)
      5 VFG031736(gb|WP_011778105)
      7 VFG031960(gb|WP_014092990)
      2 VFG031961(gb|WP_012985768)
      2 VFG033121(gb|WP_000265730)
      2 VFG033129(gb|WP_000654941)
      2 VFG033290(gb|WP_000120922)
      1 VFG033842(gb|WP_000820381)
      2 VFG033958(gb|WP_000750130)
      1 VFG035114(gb|WP_001296335)
      2 VFG035121(gb|WP_000686689)
      1 VFG035169(gb|WP_000997068)
      3 VFG035204(gb|WP_001529381)
      2 VFG035290(gb|WP_000373306)
      1 VFG035296(gb|WP_000484008)
      7 VFG035940(gb|WP_001033292)
      2 VFG035960(gb|WP_001033262)
      8 VFG036031(gb|WP_000554183)
      4 VFG036032(gb|WP_000554175)
      2 VFG036040
      2 VFG036076(gb|WP_000502506)
      2 VFG036078(gb|WP_000502513)
      4 VFG036295(gb|WP_003710978)
      1 VFG037104(gb|WP_003687002)
      1 VFG037923(gb|WP_000699387)
      5 VFG037938(gb|WP_000104825)
      5 VFG037993(gb|WP_000471755)
      2 VFG038170(gb|WP_000209955)
      3 VFG038396(gb|WP_005310704)
      1 VFG038398(gb|WP_005310706)
      3 VFG038466(gb|WP_005340354)
      2 VFG038471(gb|WP_011706550)
      2 VFG038473(gb|WP_011898593)
     10 VFG038535(gb|WP_013723952)
     11 VFG038681(gb|WP_005334720)
      2 VFG038687(gb|WP_016350057)
     16 VFG038725(gb|WP_005353663)
      1 VFG038756(gb|WP_011706626)
      1 VFG038765
      1 VFG038766(gb|WP_005350678)
      3 VFG038818(gb|WP_005334174)
      5 VFG038901(gb|WP_011706614)
      1 VFG038907(gb|WP_005354346)
      4 VFG038916(gb|WP_011705263)
      5 VFG040920(gb|WP_004533498)
      2 VFG040960(gb|WP_162493344)
      3 VFG040983(gb|WP_028853770)
      1 VFG041020(gb|NP_250353)
      1 VFG041031(gb|NP_251049)
      4 VFG041043(gb|NP_251061)
      1 VFG041078(gb|WP_002210475)
      2 VFG041152(gb|WP_006484392)
      9 VFG041222(gb|WP_012907484)
      3 VFG041785(gb|WP_011176697)
      2 VFG041790(gb|WP_011176690)
      2 VFG042386(gb|AAC44560)
      1 VFG042568(gb|WP_000012016)
      2 VFG042682(gb|CAD56973)
      1 VFG042685(gb|CAD56976)
      4 VFG042718(gb|WP_000520684)
      2 VFG042727(gb|WP_000833288)
      2 VFG043025(gb|NP_460148)
      1 VFG043051(gb|NP_460912)
      2 VFG043053(gb|NP_460914)
      1 VFG043088(gb|WP_000983602)
      1 VFG043089(gb|WP_000763867)
      2 VFG043090(gb|WP_000036413)
      2 VFG043091(gb|WP_000204340)
      4 VFG043092(gb|WP_010904770)
      2 VFG043095(gb|WP_000795630)
      3 VFG043107(gb|WP_000994443)
      1 VFG043108(gb|WP_000067959)
      2 VFG043111(gb|WP_000807584)
      2 VFG043114(gb|WP_010904778)
      4 VFG043442(gb|WP_002398899)
      4 VFG043443(gb|WP_002387667)
      8 VFG043469(gb|YP_001201070)
      2 VFG043479(gb|AAD53408)
     10 VFG043508(gb|WP_010706812)
      2 VFG043509(gb|WP_011109555)
      5 VFG043517(gb|WP_012130981)
      1 VFG043526(gb|BAH16663)
     41 VFG043550(gb|NP_214954)
      2 VFG043568(gb|NP_460531)
      3 VFG043573(gb|NP_219906)
      1 VFG043590(gb|AAL13053)
     14 VFG043591(gb|ABL73998)
     22 VFG043593(gb|WP_000078946)
      2 VFG043603(gb|WP_078064065)
      1 VFG043604(gb|WP_008810020)
      2 VFG043605(gb|WP_011999704)
      6 VFG043608(gb|WP_000682783)
      2 VFG043685(gb|WP_001468003)
      1 VFG043874(gb|AAA67694)
      3 VFG044091(gb|NP_252096)
      2 VFG044110(gb|WP_010929751)
     44 VFG044131(gb|WP_005874564)
      2 VFG044153(gb|WP_011063599)
      1 VFG044159(gb|WP_000125846)
      2 VFG044171(gb|WP_000966628)
      2 VFG044225(gb|WP_011533698)
      2 VFG044229(gb|WP_011533702)
      5 VFG044304(gb|WP_000588838)
      1 VFG044362(gb|WP_033111968)
      2 VFG045650(gb|WP_002388874)
      4 VFG045692(gb|WP_197532029)
     22 VFG045750(gb|WP_003633246)
      2 VFG045792(gb|WP_000791650)
      1 VFG045793(gb|WP_000771429)
      2 VFG045808(gb|WP_021543768)
      2 VFG045809(gb|WP_000502301)
