     14 VFG000079(gb|NP_463763)
      3 VFG000080(gb|NP_464522)
      2 VFG000315(gb|WP_000694809)
      2 VFG001269(gb|WP_010929996)
      1 VFG001373(gb|WP_000758382)
      3 VFG001374(gb|WP_000077424)
      1 VFG001855(gb|WP_197535493)
      6 VFG001887(gb|WP_010947186)
      1 VFG001968(gb|YP_002344823)
      2 VFG001969(gb|YP_002344824)
      1 VFG002182(gb|WP_002376666)
      7 VFG002377(gb|WP_005167721)
      1 VFG005020(gb|WP_011274718)
      7 VFG005065
      2 VFG005324(gb|WP_082302295)
      1 VFG005352(gb|WP_002986042)
      1 VFG005359(gb|WP_002899102)
      8 VFG005360(gb|WP_002262489)
      2 VFG005362(gb|WP_011836421)
      2 VFG005391(gb|WP_002352269)
      1 VFG005533(gb|WP_002262650)
      1 VFG005886(gb|WP_009443641)
      1 VFG005898(gb|WP_002904719)
      3 VFG005952(gb|WP_011681172)
      2 VFG005992(gb|WP_000685095)
      5 VFG006004(gb|WP_001819836)
      2 VFG006064(gb|WP_002902062)
      1 VFG006084(gb|WP_002948020)
      1 VFG006086(gb|WP_011226328)
      2 VFG006089(gb|WP_011681446)
     22 VFG006496(gb|WP_011115254)
      1 VFG006526(gb|WP_011116635)
      7 VFG006625(gb|WP_011115858)
      1 VFG006635(gb|WP_011115343)
      7 VFG006884(gb|WP_000591846)
      1 VFG007333(gb|WP_011262374)
     11 VFG007373(gb|WP_011078343)
      7 VFG007394(gb|WP_000840982)
      2 VFG007416(gb|WP_011079844)
     43 VFG007457(gb|WP_026130674)
      8 VFG007458(gb|WP_043877279)
     14 VFG007489(gb|WP_011262361)
     37 VFG007499(gb|WP_011079830)
     29 VFG007552(gb|WP_005479477)
      1 VFG007658(gb|WP_011149273)
      1 VFG009230(gb|WP_041307902)
      1 VFG009834(gb|WP_011892635)
      3 VFG009926(gb|WP_010907754)
      1 VFG011124
      2 VFG011765(gb|WP_002850265)
      2 VFG011813(gb|WP_002850283)
      1 VFG011829(gb|WP_011731675)
      1 VFG011845(gb|WP_002850515)
      1 VFG011921(gb|WP_002848864)
      9 VFG012005(gb|WP_002850705)
      1 VFG012060(gb|WP_011732168)
      4 VFG012066(gb|WP_002867208)
      1 VFG012068(gb|WP_002850222)
      2 VFG012095(gb|WP_003435012)
      5 VFG012096(gb|WP_011722916)
      1 VFG012099(gb|WP_011100542)
      1 VFG012101(gb|WP_010965990)
      4 VFG012102(gb|WP_011967678)
     16 VFG012103(gb|WP_003514589)
      4 VFG013287(gb|WP_005688951)
      1 VFG013334(gb|WP_187145735)
    110 VFG013434(gb|WP_010945082)
      2 VFG013530(gb|WP_010869249)
      4 VFG013532(gb|WP_012054417)
     15 VFG013534(gb|WP_010944436)
      1 VFG013535(gb|WP_011609092)
      1 VFG013780(gb|WP_011920938)
      1 VFG013899(gb|WP_003377212)
      1 VFG013985(gb|WP_012077306)
      1 VFG013993(gb|WP_026006503)
      4 VFG014129(gb|WP_003150889)
      2 VFG014357(gb|WP_003152329)
      3 VFG014360(gb|WP_003316803)
      1 VFG014366(gb|WP_003222863)
      1 VFG014390(gb|WP_011534911)
      1 VFG014602(gb|WP_017243981)
      1 VFG014955(gb|WP_011169354)
      1 VFG015068(gb|WP_003156446)
      8 VFG015071(gb|WP_011268595)
      5 VFG015076(gb|WP_011062714)
      3 VFG015077(gb|WP_041475601)
     11 VFG015676(gb|WP_012273513)
      1 VFG015680(gb|WP_012273511)
      1 VFG015708(gb|WP_012273496)
      2 VFG015783(gb|WP_012313127)
      1 VFG016390(gb|WP_001109538)
     17 VFG016483(gb|WP_010875022)
      1 VFG016484(gb|WP_009885583)
    128 VFG016485(gb|WP_011113468)
      7 VFG016489(gb|WP_011264744)
     19 VFG016490(gb|NP_975163)
      7 VFG016491(gb|WP_011076858)
      4 VFG016492(gb|WP_010925206)
     53 VFG016493(gb|WP_011283803)
      6 VFG016494(gb|WP_004024476)
     13 VFG016495(gb|WP_011166362)
      1 VFG016860(gb|WP_010230254)
      2 VFG017839(gb|WP_011989876)
      2 VFG017974
      2 VFG018018(gb|WP_002877116)
      5 VFG018067(gb|WP_002866272)
      1 VFG018651(gb|WP_012130562)
      9 VFG018652(gb|WP_006154814)
      2 VFG018656(gb|WP_012000554)
      2 VFG018662(gb|WP_012130507)
      9 VFG018664(gb|WP_012000426)
      5 VFG019098(gb|WP_142355920)
      1 VFG019127(gb|WP_000723325)
      4 VFG019134(gb|WP_012422966)
      2 VFG019781(gb|WP_012613866)
      2 VFG023781(gb|WP_020283357)
      1 VFG026302(gb|WP_009889285)
      1 VFG026439(gb|WP_015307764)
      1 VFG026985(gb|WP_051073897)
      7 VFG027160(gb|WP_003404690)
      1 VFG030400(gb|WP_081465621)
     36 VFG030724(gb|WP_015308640)
      5 VFG035186(gb|WP_000147336)
      3 VFG036295(gb|WP_003710978)
      1 VFG037044(gb|WP_013448270)
      1 VFG037116(gb|WP_013448170)
     47 VFG037726(gb|WP_001027059)
     12 VFG037890(gb|WP_001165098)
      8 VFG037908(gb|WP_000487070)
      5 VFG037938(gb|WP_000104825)
      2 VFG038396(gb|WP_005310704)
     17 VFG038633(gb|WP_005334749)
      1 VFG038655(gb|WP_011705279)
      2 VFG038666(gb|WP_011705281)
      1 VFG038673(gb|WP_005334727)
      6 VFG038681(gb|WP_005334720)
      7 VFG038698(gb|WP_010634617)
      2 VFG038756(gb|WP_011706626)
      1 VFG038901(gb|WP_011706614)
      3 VFG038916(gb|WP_011705263)
      3 VFG041020(gb|NP_250353)
      5 VFG041043(gb|NP_251061)
      3 VFG041078(gb|WP_002210475)
      3 VFG041222(gb|WP_012907484)
      1 VFG041940(gb|WP_011036431)
      2 VFG042736(gb|NP_253152)
      1 VFG042959(gb|WP_004090374)
      1 VFG043001(gb|ABG47035)
      1 VFG043018(gb|NP_252039)
      2 VFG043034(gb|NP_460870)
      5 VFG043117(gb|WP_001253441)
      4 VFG043152(gb|WP_005462793)
      1 VFG043297(gb|WP_011860700)
      3 VFG043319(gb|WP_010946589)
     25 VFG043367(gb|WP_000971620)
      4 VFG043393(gb|YP_002343724)
      7 VFG043394(gb|YP_002343725)
      3 VFG043402(gb|YP_002344511)
     23 VFG043469(gb|YP_001201070)
      4 VFG043479(gb|AAD53408)
      2 VFG043504(gb|WP_000671444)
      6 VFG043550(gb|NP_214954)
      2 VFG043573(gb|NP_219906)
      2 VFG043593(gb|WP_000078946)
      2 VFG043596(gb|WP_002264119)
      2 VFG043603(gb|WP_078064065)
      1 VFG044225(gb|WP_011533698)
      1 VFG044310(gb|WP_006486076)
      7 VFG045305(gb|WP_010946494)
      4 VFG045692(gb|WP_197532029)
      8 VFG045729(gb|WP_085956275)
      4 VFG046458(gb|WP_003024794)
     69 VFG046459(gb|WP_004287053)
    220 VFG046467(gb|WP_014548920)
     71 VFG046470(gb|WP_014548920)
     14 VFG046474(gb|WP_014714676)
    104 VFG046475(gb|WP_013922406)
      2 VFG046612(gb|WP_014548584)
      1 VFG047032(gb|WP_013922615)
      2 VFG047169(gb|WP_013922530)
      6 VFG047702(gb|WP_012280232)
      7 VFG047710(gb|WP_014547360)
     21 VFG047717(gb|WP_014714141)
      2 VFG048829(gb|WP_004175258)
     11 VFG048844(gb|WP_014838945)
     22 VFG048885(gb|WP_014907227)
      2 VFG048953(gb|WP_012967596)
      7 VFG048959(gb|WP_020956638)
      1 VFG048964(gb|WP_012967597)
      4 VFG048986(gb|WP_004144150)
      2 VFG049098(gb|WP_014838941)
      1 VFG049107(gb|WP_015958694)
      2 VFG050038(gb|WP_001133934)
      1 VFG050173(gb|WP_000702222)
