     15 VFG000079(gb|NP_463763)
      3 VFG001269(gb|WP_010929996)
      1 VFG001348(gb|WP_000659580)
      2 VFG001373(gb|WP_000758382)
      1 VFG001374(gb|WP_000077424)
      1 VFG001856(gb|WP_010946594)
     20 VFG001967(gb|YP_002344822)
      1 VFG001969(gb|YP_002344824)
      4 VFG002965(gb|WP_011302064)
      4 VFG005020(gb|WP_011274718)
      4 VFG005042(gb|WP_011274720)
      2 VFG005065
      1 VFG005186(gb|YP_001198858)
      1 VFG005191(gb|WP_011681101)
      2 VFG005242(gb|WP_011837269)
      2 VFG005324(gb|WP_082302295)
      8 VFG005352(gb|WP_002986042)
      2 VFG005353(gb|WP_000260656)
      8 VFG005360(gb|WP_002262489)
      1 VFG005379(gb|WP_002262230)
      1 VFG005389(gb|WP_011836739)
      2 VFG005920(gb|WP_000750328)
      3 VFG005940(gb|WP_011681171)
      3 VFG005952(gb|WP_011681172)
      1 VFG005990(gb|WP_000659582)
     18 VFG005992(gb|WP_000685095)
      2 VFG005997(gb|WP_002263084)
      1 VFG006020(gb|WP_011227248)
      1 VFG006030(gb|WP_041827043)
      4 VFG006053(gb|WP_011226048)
      1 VFG006079(gb|WP_011681442)
      1 VFG006476(gb|WP_011115250)
      8 VFG006635(gb|WP_011115343)
      5 VFG006674(gb|WP_011577083)
      1 VFG006675(gb|WP_011115407)
      2 VFG006720(gb|WP_011702434)
      1 VFG006884(gb|WP_000591846)
      1 VFG006902(gb|WP_000957200)
      1 VFG007373(gb|WP_011078343)
      6 VFG007457(gb|WP_026130674)
      1 VFG007532(gb|WP_000290371)
      2 VFG007552(gb|WP_005479477)
      1 VFG007639(gb|WP_043920918)
     10 VFG007657(gb|WP_043877045)
      1 VFG007659(gb|WP_011261022)
      4 VFG007661(gb|WP_011261023)
      2 VFG007793(gb|WP_014000413)
      1 VFG008277(gb|WP_011777397)
      1 VFG009119(gb|WP_015307141)
      2 VFG009161(gb|WP_005067995)
      2 VFG009303(gb|WP_011782503)
      9 VFG009718(gb|WP_011728563)
      4 VFG009720(gb|WP_011779686)
      1 VFG009849(gb|WP_011892634)
      1 VFG009865(gb|WP_041307013)
      1 VFG010758(gb|WP_025520099)
      2 VFG011124
      3 VFG011655(gb|WP_011732146)
      6 VFG011765(gb|WP_002850265)
      1 VFG011813(gb|WP_002850283)
      5 VFG011829(gb|WP_011731675)
      2 VFG011861(gb|WP_002850774)
      2 VFG011869(gb|WP_002848349)
      3 VFG011921(gb|WP_002848864)
      2 VFG011933(gb|WP_011731940)
      3 VFG012005(gb|WP_002850705)
      3 VFG012060(gb|WP_011732168)
      1 VFG012068(gb|WP_002850222)
      2 VFG012074(gb|WP_011049884)
     18 VFG012095(gb|WP_003435012)
     11 VFG012096(gb|WP_011722916)
      7 VFG012099(gb|WP_011100542)
      2 VFG012100(gb|WP_003357641)
      9 VFG012101(gb|WP_010965990)
      6 VFG012102(gb|WP_011967678)
     40 VFG012103(gb|WP_003514589)
      4 VFG012104(gb|WP_011861612)
      1 VFG012105(gb|WP_011722031)
      1 VFG013154(gb|WP_012340419)
     11 VFG013155(gb|WP_012341780)
      1 VFG013178(gb|WP_012341378)
      1 VFG013217(gb|WP_041174700)
      2 VFG013257(gb|WP_005653851)
      1 VFG013260(gb|WP_010868968)
      1 VFG013269(gb|WP_010945211)
      1 VFG013287(gb|WP_005688951)
      3 VFG013290(gb|WP_010944774)
      1 VFG013319(gb|WP_010945097)
      2 VFG013327(gb|WP_010869047)
      1 VFG013365(gb|WP_010869077)
      1 VFG013388(gb|WP_010944787)
      1 VFG013391(gb|WP_011272366)
     14 VFG013434(gb|WP_010945082)
      1 VFG013445(gb|WP_041174792)
      1 VFG013464(gb|WP_011609611)
      1 VFG013482(gb|WP_164927871)
      1 VFG013530(gb|WP_010869249)
      2 VFG013532(gb|WP_012054417)
      2 VFG013676(gb|WP_010934133)
      4 VFG013733(gb|WP_003854229)
      1 VFG013734(gb|WP_011013698)
      1 VFG013900(gb|WP_003404551)
      1 VFG013901(gb|WP_004654396)
      1 VFG013907(gb|WP_004373763)
      1 VFG014120(gb|WP_042169654)
      1 VFG014131(gb|WP_025297833)
      2 VFG014135(gb|WP_025297832)
      7 VFG014360(gb|WP_003316803)
      1 VFG014368(gb|WP_014597048)
      4 VFG014386(gb|WP_011268444)
      1 VFG014390(gb|WP_011534911)
      2 VFG014451(gb|WP_011268440)
      2 VFG014582(gb|WP_002554275)
      1 VFG014847(gb|WP_011266795)
      3 VFG014851(gb|WP_011535591)
      6 VFG014852(gb|WP_011059369)
      3 VFG014952(gb|WP_003140933)
      2 VFG014956(gb|WP_049587369)
      2 VFG014961(gb|WP_003245464)
      3 VFG014985(gb|WP_012077206)
      3 VFG014987(gb|WP_003377590)
      1 VFG014989(gb|WP_004656566)
      1 VFG014993(gb|WP_011059287)
      1 VFG015071(gb|WP_011268595)
      4 VFG015077(gb|WP_041475601)
      1 VFG015078(gb|WP_012018243)
      1 VFG015384(gb|WP_003246989)
      1 VFG015496(gb|WP_012052412)
      1 VFG015497(gb|WP_011064261)
      2 VFG015498(gb|WP_012018669)
      1 VFG015552(gb|WP_003111526)
      1 VFG015676(gb|WP_012273513)
      1 VFG015680(gb|WP_012273511)
      1 VFG015753(gb|WP_012312809)
      1 VFG015783(gb|WP_012313127)
      2 VFG015805(gb|WP_012272402)
      2 VFG015806(gb|WP_012314365)
      1 VFG016021(gb|WP_003148545)
      2 VFG016025(gb|WP_005753277)
      1 VFG016377(gb|WP_000286451)
      2 VFG016381(gb|WP_033685340)
      2 VFG016387(gb|WP_000996578)
      1 VFG016391(gb|WP_000276545)
      1 VFG016402(gb|WP_000757828)
      2 VFG016416(gb|WP_000060578)
     15 VFG016483(gb|WP_010875022)
      7 VFG016484(gb|WP_009885583)
     65 VFG016485(gb|WP_011113468)
     26 VFG016489(gb|WP_011264744)
     17 VFG016490(gb|NP_975163)
     48 VFG016491(gb|WP_011076858)
     15 VFG016492(gb|WP_010925206)
     18 VFG016493(gb|WP_011283803)
     30 VFG016494(gb|WP_004024476)
      1 VFG016495(gb|WP_011166362)
      4 VFG016861(gb|WP_010882971)
      7 VFG017784(gb|WP_011989577)
      1 VFG017808(gb|WP_011989708)
     17 VFG018000(gb|WP_002877056)
      2 VFG018001(gb|WP_002866148)
      2 VFG018027(gb|WP_002866618)
     26 VFG018067(gb|WP_002866272)
      1 VFG018402(gb|WP_000131305)
      1 VFG018514(gb|WP_000927223)
      6 VFG018652(gb|WP_006154814)
     35 VFG018662(gb|WP_012130507)
      2 VFG018675(gb|WP_041789920)
      1 VFG019077(gb|WP_000260685)
     10 VFG019119(gb|WP_001076780)
      2 VFG019132(gb|WP_012343546)
     22 VFG019134(gb|WP_012422966)
      2 VFG019584(gb|WP_001262900)
      5 VFG019648(gb|WP_000480093)
      1 VFG019745(gb|WP_015886343)
      2 VFG019760(gb|WP_012722471)
      1 VFG019781(gb|WP_012613866)
      2 VFG022631(gb|WP_013830506)
      1 VFG022786(gb|WP_013828471)
      8 VFG022866(gb|WP_013829374)
      3 VFG022927(gb|YP_001701701)
      1 VFG023940(gb|WP_013470807)
      1 VFG024127(gb|WP_011894790)
      1 VFG024207(gb|WP_011894664)
      1 VFG024850(gb|WP_025987421)
      9 VFG025294(gb|WP_009896189)
      3 VFG026291(gb|WP_011694187)
      2 VFG026961(gb|WP_074360147)
      3 VFG026985(gb|WP_051073897)
      2 VFG027131(gb|WP_015309447)
      1 VFG029485(gb|WP_010908937)
      2 VFG029506(gb|WP_011891286)
      2 VFG030673(gb|WP_010908121)
      1 VFG030675(gb|WP_003875535)
      1 VFG030676(gb|WP_011724098)
      6 VFG030679(gb|WP_011730288)
      1 VFG030684(gb|WP_011781637)
      2 VFG030686(gb|YP_001702115)
      2 VFG030692(gb|WP_013828150)
      1 VFG030694(gb|WP_013471930)
      5 VFG030724(gb|WP_015308640)
      2 VFG031037(gb|WP_010908991)
      1 VFG031039(gb|WP_011726364)
      1 VFG031061(gb|WP_009952664)
      5 VFG031084(gb|WP_041312930)
      1 VFG031364(gb|WP_081465670)
      1 VFG031403(gb|WP_014711794)
      2 VFG031673(gb|WP_010950191)
      1 VFG031961(gb|WP_012985768)
      1 VFG032518(gb|WP_014093400)
      2 VFG034772(gb|WP_000627910)
      1 VFG035205(gb|WP_001024965)
      2 VFG035271(gb|WP_000342485)
      1 VFG035571(gb|WP_000614396)
      1 VFG037041(gb|WP_014581728)
      1 VFG037890(gb|WP_001165098)
      5 VFG037908(gb|WP_000487070)
      1 VFG037918(gb|WP_001077698)
      3 VFG037923(gb|WP_000699387)
      1 VFG037938(gb|WP_000104825)
      3 VFG037990(gb|WP_000705810)
      6 VFG038031(gb|WP_001175100)
      1 VFG038104(gb|WP_001062923)
      1 VFG038396(gb|WP_005310704)
      1 VFG038591(gb|WP_005348611)
      1 VFG038633(gb|WP_005334749)
      1 VFG038686(gb|WP_011705286)
      1 VFG038756(gb|WP_011706626)
      2 VFG038765
      2 VFG038916(gb|WP_011705263)
      1 VFG039836(gb|WP_011477919)
      2 VFG040878(gb|NP_249377)
      1 VFG041020(gb|NP_250353)
      1 VFG041031(gb|NP_251049)
      5 VFG041043(gb|NP_251061)
      1 VFG041222(gb|WP_012907484)
      3 VFG041304(gb|WP_010947678)
      1 VFG041715(gb|WP_006487566)
      2 VFG041722(gb|WP_006489706)
      2 VFG042830(gb|WP_003451114)
      1 VFG043086(gb|WP_000067016)
      1 VFG043152(gb|WP_005462793)
      5 VFG043285(gb|WP_011860690)
      4 VFG043297(gb|WP_011860700)
      1 VFG043309(gb|WP_011860706)
      7 VFG043310(gb|WP_011860707)
     16 VFG043393(gb|YP_002343724)
     40 VFG043394(gb|YP_002343725)
      7 VFG043402(gb|YP_002344511)
      1 VFG043409(gb|WP_001192590)
      1 VFG043425(gb|WP_000075952)
     38 VFG043550(gb|NP_214954)
      1 VFG043556(gb|WP_009885879)
     11 VFG043573(gb|NP_219906)
      1 VFG044091(gb|NP_252096)
      1 VFG044110(gb|WP_010929751)
     17 VFG044130(gb|WP_005874678)
      8 VFG044131(gb|WP_005874564)
      3 VFG044134(gb|WP_004585349)
      2 VFG044159(gb|WP_000125846)
      2 VFG044165(gb|WP_001041793)
      8 VFG044225(gb|WP_011533698)
      3 VFG044228(gb|WP_044488032)
      1 VFG044314(gb|WP_012492604)
      2 VFG044315(gb|WP_012492605)
      1 VFG044362(gb|WP_033111968)
      2 VFG045308(gb|WP_011213310)
      1 VFG045681(gb|WP_002359680)
      5 VFG045692(gb|WP_197532029)
      1 VFG045793(gb|WP_000771429)
      8 VFG046458(gb|WP_003024794)
     22 VFG046459(gb|WP_004287053)
     71 VFG046467(gb|WP_014548920)
     14 VFG046470(gb|WP_014548920)
