     32 VFG000079(gb|NP_463763)
      2 VFG000080(gb|NP_464522)
      3 VFG000332(gb|WP_005632797)
      2 VFG000927(gb|WP_000096764)
     10 VFG001269(gb|WP_010929996)
      4 VFG001348(gb|WP_000659580)
      8 VFG001887(gb|WP_010947186)
     44 VFG001967(gb|YP_002344822)
      2 VFG001969(gb|YP_002344824)
      1 VFG002012(gb|WP_010947511)
     60 VFG002164(gb|WP_002395058)
      2 VFG002165(gb|WP_002356954)
     13 VFG002166(gb|WP_010714416)
      5 VFG002169(gb|WP_002370929)
     23 VFG002171(gb|WP_011109430)
     18 VFG002172(gb|WP_010710127)
    100 VFG002173(gb|WP_010785625)
     12 VFG002174(gb|WP_002369251)
      7 VFG002175(gb|AAM75248)
     41 VFG002176(gb|AAM75252)
     31 VFG002177(gb|AAM75253)
     14 VFG002178(gb|AAM75254)
     22 VFG002180(gb|WP_002362627)
     38 VFG002181(gb|WP_002387127)
     25 VFG002182(gb|WP_002376666)
     14 VFG002183(gb|WP_002387128)
     54 VFG002184(gb|WP_002359685)
     24 VFG002185(gb|WP_002367100)
     71 VFG002186(gb|WP_002387129)
     48 VFG002187(gb|WP_002370472)
     31 VFG002188(gb|WP_002362618)
      2 VFG002190(gb|WP_002362225)
      4 VFG002191(gb|WP_002369252)
     10 VFG002192(gb|WP_002386893)
      8 VFG002194(gb|WP_011109506)
     37 VFG002195(gb|WP_002399773)
      4 VFG002196(gb|WP_011109578)
      2 VFG002197(gb|WP_002387027)
      1 VFG002365(gb|WP_005167740)
      2 VFG002966(gb|WP_011274717)
     15 VFG005065
      2 VFG005186(gb|YP_001198858)
      4 VFG005191(gb|WP_011681101)
      2 VFG005242(gb|WP_011837269)
      2 VFG005324(gb|WP_082302295)
      4 VFG005347(gb|WP_002986042)
      8 VFG005352(gb|WP_002986042)
     12 VFG005359(gb|WP_002899102)
      9 VFG005360(gb|WP_002262489)
      2 VFG005384(gb|WP_011836784)
      1 VFG005393(gb|WP_002352262)
      1 VFG005547(gb|WP_000107749)
      1 VFG005579(gb|WP_000022815)
      2 VFG005582(gb|WP_002897814)
      2 VFG005838(gb|WP_011836759)
      6 VFG005862(gb|WP_009659423)
     32 VFG005898(gb|WP_002904719)
      8 VFG005940(gb|WP_011681171)
     29 VFG005952(gb|WP_011681172)
      2 VFG005964(gb|WP_011681173)
      3 VFG005990(gb|WP_000659582)
     29 VFG005992(gb|WP_000685095)
      1 VFG005997(gb|WP_002263084)
      2 VFG006022(gb|WP_002947383)
      1 VFG006047(gb|WP_011226047)
      1 VFG006053(gb|WP_011226048)
      4 VFG006058(gb|WP_011226049)
      2 VFG006075(gb|WP_011681440)
      5 VFG006077(gb|WP_011227431)
      2 VFG006078(gb|WP_002948022)
      3 VFG006079(gb|WP_011681442)
      2 VFG006081(gb|WP_014621820)
      2 VFG006086(gb|WP_011226328)
      2 VFG006088(gb|WP_041828290)
      2 VFG006091(gb|WP_011226331)
     25 VFG006496(gb|WP_011115254)
      2 VFG006674(gb|WP_011577083)
      4 VFG006720(gb|WP_011702434)
      1 VFG006884(gb|WP_000591846)
      1 VFG007264(gb|WP_000086051)
      1 VFG007292(gb|WP_000154827)
      1 VFG007328(gb|WP_001182097)
      1 VFG007333(gb|WP_011262374)
      9 VFG007373(gb|WP_011078343)
      3 VFG007433(gb|WP_011079841)
      1 VFG007434(gb|WP_011079841)
     26 VFG007457(gb|WP_026130674)
      1 VFG007458(gb|WP_043877279)
      6 VFG007484(gb|WP_000079330)
     10 VFG007489(gb|WP_011262361)
      1 VFG007499(gb|WP_011079830)
     21 VFG007528(gb|WP_005457770)
     32 VFG007552(gb|WP_005479477)
      1 VFG007639(gb|WP_043920918)
     10 VFG007657(gb|WP_043877045)
      1 VFG007793(gb|WP_014000413)
      1 VFG007813(gb|WP_015309406)
      1 VFG007911(gb|WP_010908851)
      1 VFG009119(gb|WP_015307141)
      3 VFG009230(gb|WP_041307902)
      2 VFG009303(gb|WP_011782503)
      1 VFG009328(gb|WP_009974902)
      2 VFG009331(gb|WP_003897243)
      1 VFG009575(gb|WP_003873186)
      1 VFG009718(gb|WP_011728563)
      6 VFG009720(gb|WP_011779686)
      2 VFG009721(gb|WP_083044596)
      1 VFG009722(gb|WP_083775447)
      1 VFG009820(gb|WP_036377494)
      1 VFG009849(gb|WP_011892634)
      1 VFG009865(gb|WP_041307013)
      1 VFG009930(gb|WP_011779804)
      4 VFG011169(gb|WP_012415800)
      8 VFG011933(gb|WP_011731940)
      4 VFG011937(gb|WP_002849696)
     18 VFG012095(gb|WP_003435012)
     18 VFG012096(gb|WP_011722916)
      1 VFG012098(gb|WP_003454479)
      4 VFG012099(gb|WP_011100542)
     37 VFG012101(gb|WP_010965990)
      9 VFG012102(gb|WP_011967678)
     56 VFG012103(gb|WP_003514589)
      2 VFG012113(gb|WP_003520265)
      4 VFG012865
      1 VFG013101(gb|WP_011271972)
      1 VFG013178(gb|WP_012341378)
      6 VFG013186(gb|WP_012340561)
      6 VFG013260(gb|WP_010868968)
      1 VFG013262
      4 VFG013287(gb|WP_005688951)
      6 VFG013368(gb|WP_005693225)
      2 VFG013395
     97 VFG013434(gb|WP_010945082)
     10 VFG013464(gb|WP_011609611)
