      2 VFG000077(gb|NP_465991)
     38 VFG000079(gb|NP_463763)
      2 VFG000477(gb|NP_461845)
      1 VFG000478(gb|NP_459678)
      4 VFG000923(gb|WP_001034892)
      2 VFG000925(gb|WP_000140634)
     10 VFG000927(gb|WP_000096764)
      1 VFG001248(gb|NP_249788)
      9 VFG001269(gb|WP_010929996)
      2 VFG001354(gb|WP_000728269)
      3 VFG001373(gb|WP_000758382)
      3 VFG001374(gb|WP_000077424)
      2 VFG001375(gb|WP_000594468)
      5 VFG001376(gb|WP_000695335)
     14 VFG001444(gb|AAG10151)
     16 VFG001731(gb|WP_001223352)
      2 VFG001967(gb|YP_002344822)
      2 VFG002046(gb|WP_000135089)
      3 VFG002047(gb|WP_000498818)
      2 VFG002048(gb|WP_000249362)
      2 VFG002056
      5 VFG002164(gb|WP_002395058)
      7 VFG002173(gb|WP_010785625)
      1 VFG002182(gb|WP_002376666)
      2 VFG002280(gb|WP_011010361)
      3 VFG002365(gb|WP_005167740)
      2 VFG002377(gb|WP_005167721)
      2 VFG002966(gb|WP_011274717)
      1 VFG003003(gb|WP_025470988)
      2 VFG005020(gb|WP_011274718)
      2 VFG005065
      3 VFG005191(gb|WP_011681101)
      7 VFG005324(gb|WP_082302295)
     13 VFG005359(gb|WP_002899102)
      2 VFG005360(gb|WP_002262489)
      3 VFG005382(gb|WP_011681303)
      9 VFG005386
      6 VFG005388
      3 VFG005556(gb|WP_011680653)
      6 VFG005576(gb|WP_000022832)
      2 VFG005580(gb|WP_000022813)
      1 VFG005582(gb|WP_002897814)
      1 VFG005874(gb|WP_002986125)
      2 VFG005898(gb|WP_002904719)
      1 VFG005928(gb|WP_202964935)
      2 VFG005949(gb|WP_002261979)
      3 VFG005952(gb|WP_011681172)
      1 VFG005961(gb|WP_002261980)
      4 VFG005964(gb|WP_011681173)
      2 VFG005976(gb|WP_011681174)
     26 VFG005986(gb|WP_196767671)
      3 VFG005990(gb|WP_000659582)
     14 VFG005992(gb|WP_000685095)
     12 VFG005997(gb|WP_002263084)
      2 VFG006000(gb|WP_011681176)
      1 VFG006004(gb|WP_001819836)
      2 VFG006011(gb|WP_011681177)
      1 VFG006020(gb|WP_011227248)
      5 VFG006028(gb|YP_001197944)
      6 VFG006031(gb|WP_011226045)
      3 VFG006040(gb|WP_011226046)
      2 VFG006041(gb|WP_011681286)
      2 VFG006074(gb|WP_011226325)
      2 VFG006075(gb|WP_011681440)
      2 VFG006078(gb|WP_002948022)
      1 VFG006079(gb|WP_011681442)
      6 VFG006081(gb|WP_014621820)
      2 VFG006082(gb|WP_011226326)
      6 VFG006086(gb|WP_011226328)
      8 VFG006088(gb|WP_041828290)
      2 VFG006091(gb|WP_011226331)
      1 VFG006476(gb|WP_011115250)
      2 VFG006610(gb|WP_138091884)
      1 VFG006674(gb|WP_011577083)
      3 VFG006720(gb|WP_011702434)
      1 VFG007635(gb|WP_011078849)
      1 VFG007639(gb|WP_043920918)
      2 VFG007640(gb|WP_043877039)
      7 VFG007657(gb|WP_043877045)
      3 VFG007658(gb|WP_011149273)
      2 VFG007793(gb|WP_014000413)
      3 VFG008277(gb|WP_011777397)
      5 VFG009135(gb|YP_005360856)
      2 VFG009161(gb|WP_005067995)
      3 VFG009303(gb|WP_011782503)
      1 VFG009328(gb|WP_009974902)
      1 VFG009331(gb|WP_003897243)
      1 VFG009609(gb|WP_011893045)
      2 VFG009715(gb|WP_023861150)
      1 VFG009717(gb|WP_011741135)
      3 VFG009718(gb|WP_011728563)
      3 VFG009720(gb|WP_011779686)
      2 VFG009820(gb|WP_036377494)
      1 VFG009861(gb|WP_010907575)
      2 VFG009865(gb|WP_041307013)
      1 VFG009926(gb|WP_010907754)
      1 VFG009928(gb|WP_003894345)
      3 VFG010758(gb|WP_025520099)
      2 VFG011124
      2 VFG011775(gb|WP_011049887)
      1 VFG011813(gb|WP_002850283)
     18 VFG012095(gb|WP_003435012)
     12 VFG012096(gb|WP_011722916)
      2 VFG012099(gb|WP_011100542)
      1 VFG012100(gb|WP_003357641)
     16 VFG012101(gb|WP_010965990)
     17 VFG012102(gb|WP_011967678)
     55 VFG012103(gb|WP_003514589)
      1 VFG012113(gb|WP_003520265)
      5 VFG012353(gb|WP_001045028)
      3 VFG012522(gb|WP_001015721)
      5 VFG012526(gb|WP_000602863)
      1 VFG012906(gb|WP_000820139)
      2 VFG012910(gb|WP_000633205)
      2 VFG012912(gb|WP_000094969)
      1 VFG012973(gb|WP_000347670)
      2 VFG012983(gb|WP_001007129)
      2 VFG012997(gb|WP_000077781)
      1 VFG013002(gb|WP_000077683)
      1 VFG013004(gb|NP_706438)
      2 VFG013008(gb|WP_001370282)
      2 VFG013009(gb|WP_001034900)
      4 VFG013014(gb|WP_001034921)
      1 VFG013015(gb|WP_001234336)
      1 VFG013154(gb|WP_012340419)
      1 VFG013206(gb|WP_041605348)
      2 VFG013409(gb|WP_012055407)
      1 VFG013464(gb|WP_011609611)
      1 VFG013474(gb|WP_010944479)
      2 VFG013672(gb|WP_010934130)
      2 VFG013733(gb|WP_003854229)
      1 VFG013993(gb|WP_026006503)
     19 VFG014129(gb|WP_003150889)
      6 VFG014135(gb|WP_025297832)
      1 VFG014357(gb|WP_003152329)
      1 VFG014359(gb|WP_003382141)
      8 VFG014360(gb|WP_003316803)
      1 VFG014361(gb|WP_011169094)
      1 VFG014364(gb|WP_011534913)
      2 VFG014368(gb|WP_014597048)
      2 VFG014392(gb|WP_011333047)
     11 VFG014847(gb|WP_011266795)
      1 VFG014853(gb|WP_011332552)
      1 VFG014956(gb|WP_049587369)
      1 VFG014987(gb|WP_003377590)
      3 VFG014993(gb|WP_011059287)
      1 VFG014995(gb|WP_011921011)
      4 VFG015068(gb|WP_003156446)
     33 VFG015071(gb|WP_011268595)
      2 VFG015075(gb|WP_011532652)
      8 VFG015076(gb|WP_011062714)
      9 VFG015077(gb|WP_041475601)
      2 VFG015369(gb|WP_011064243)
      2 VFG015491(gb|WP_011979138)
      1 VFG015495(gb|WP_049586082)
      1 VFG015497(gb|WP_011064261)
     10 VFG015676(gb|WP_012273513)
     14 VFG015677(gb|WP_012315528)
      2 VFG015711(gb|WP_012315508)
      2 VFG015759(gb|WP_012312806)
      7 VFG015783(gb|WP_012313127)
      1 VFG015806(gb|WP_012314365)
      2 VFG016106(gb|WP_012074240)
      2 VFG016166(gb|WP_003372869)
      1 VFG016184(gb|WP_005762826)
      4 VFG016377(gb|WP_000286451)
      4 VFG016381(gb|WP_033685340)
      1 VFG016387(gb|WP_000996578)
      1 VFG016390(gb|WP_001109538)
      2 VFG016401(gb|WP_000122128)
      1 VFG016433(gb|WP_000757777)
      6 VFG016483(gb|WP_010875022)
      9 VFG016484(gb|WP_009885583)
     44 VFG016485(gb|WP_011113468)
     22 VFG016489(gb|WP_011264744)
     37 VFG016490(gb|NP_975163)
     41 VFG016491(gb|WP_011076858)
     33 VFG016492(gb|WP_010925206)
    195 VFG016493(gb|WP_011283803)
     23 VFG016494(gb|WP_004024476)
      1 VFG016495(gb|WP_011166362)
      5 VFG016866(gb|WP_011006421)
      2 VFG017803(gb|WP_041176580)
      1 VFG017987(gb|WP_012006774)
      3 VFG018001(gb|WP_002866148)
      4 VFG018067(gb|WP_002866272)
      3 VFG018191(gb|NP_414828)
      2 VFG018225(gb|NP_414823)
     19 VFG018652(gb|WP_006154814)
     23 VFG018662(gb|WP_012130507)
      2 VFG018664(gb|WP_012000426)
      7 VFG019077(gb|WP_000260685)
      3 VFG019132(gb|WP_012343546)
     10 VFG019134(gb|WP_012422966)
      1 VFG019140(gb|WP_012423869)
      1 VFG019726(gb|WP_003122079)
      1 VFG019782(gb|WP_003163315)
      2 VFG019942(gb|WP_012724914)
      1 VFG020019(gb|WP_015886561)
      4 VFG020152
      2 VFG020159
      4 VFG020173(gb|WP_000077778)
      1 VFG022631(gb|WP_013830506)
      1 VFG022786(gb|WP_013828471)
      5 VFG022866(gb|WP_013829374)
      1 VFG022971(gb|WP_041319925)
      1 VFG023800(gb|WP_071822701)
      2 VFG024127(gb|WP_011894790)
      1 VFG024128(gb|WP_026071295)
      1 VFG024682(gb|WP_009957618)
     16 VFG025294(gb|WP_009896189)
     10 VFG026291(gb|WP_011694187)
      1 VFG026325(gb|WP_009889299)
      1 VFG026700(gb|YP_007957699)
      1 VFG026971(gb|YP_007962576)
      1 VFG027302(gb|WP_005057565)
      1 VFG029485(gb|WP_010908937)
      4 VFG029516(gb|WP_015292076)
      1 VFG029535(gb|WP_015304374)
      1 VFG029722(gb|WP_011725353)
      2 VFG030673(gb|WP_010908121)
      2 VFG030676(gb|WP_011724098)
      2 VFG030679(gb|WP_011730288)
      3 VFG030692(gb|WP_013828150)
      2 VFG030695(gb|WP_014941456)
      1 VFG030724(gb|WP_015308640)
      1 VFG031056(gb|WP_193374435)
     10 VFG031061(gb|WP_009952664)
      1 VFG031093(gb|WP_011729397)
      3 VFG031364(gb|WP_081465670)
      1 VFG031400(gb|WP_085979799)
      2 VFG031674(gb|WP_085989560)
      2 VFG031730(gb|WP_014876914)
      1 VFG031961(gb|WP_012985768)
      1 VFG032518(gb|WP_014093400)
      6 VFG033218(gb|WP_000695589)
